Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
MKT,3300,010,10,4,11,7,7,,,,,,,,1,,6,1,1,"Elmi, Omid",,,,,
MKT,3300,011,,15,8,6,1,6,3,2,1,,,,,,9,2,2,"Wu, Fang","Shahzad, Haleema",,,,
MKT,3300,012,,3,1,2,2,,2,2,,,,,,,4,1,1,"Rajaratnam, Daniel",,,,,
MKT,3300,0W1,,15,4,4,16,,,,,,,,1,,7,,2,"Pahwa, Parneet","Shahzad, Haleema","Karavasili, Pavlina",,,
MKT,3300,0W2,,9,7,10,5,4,2,,,,,,,,12,,0,"Wu, Fang","Bagheri Tirtashi, Ali",,,,
MKT,3300,501,,10,3,8,10,,4,2,,,,,,,7,2,1,"Rajaratnam, Daniel",,,,,
MKT,3300,502,,7,12,12,13,4,1,,,,,,,,7,,0,"Farquharson, Neil",,,,,
MKT,3300,5E1,,2,15,9,1,3,1,,,,,,,,5,,1,"Meda, Edward","Shen, Christina",,,,
MKT,3300,HON,4,37,20,3,,,,,,,,,,,8,,0,"Egeland, Rita E",,,,,
MKT,3320,001,4,24,9,2,3,,1,1,,,,,,,12,,0,"Haworth, Julie B","Kshatriya, Ankitsingh O",,,,
MKT,3330,001,12,6,4,,1,,,1,,,,,,,3,,2,"Gafford, Jerome M",,,,,
MKT,3330,002,8,12,4,1,2,,,,,,,,,,2,1,0,"Amirpour, Semiramis",,,,,
MKT,3330,003,12,10,3,3,1,,,,,,,,,,2,1,1,"Gafford, Jerome M",,,,,
MKT,3330,005,3,13,8,1,,,1,,,,,,1,,2,2,1,"Amirpour, Semiramis",,,,,
MKT,3330,006,5,12,6,1,1,1,,,,,1,,,,4,,0,"Amirpour, Semiramis",,,,,
MKT,3330,501,14,1,3,2,4,1,,,,,,,,,1,1,1,"Gafford, Jerome M",,,,,
MKT,3330,502,7,8,2,,1,,,1,,,,,2,,,4,0,"Gafford, Jerome M",,,,,
MKT,3340,001,,11,1,6,11,1,5,3,,1,,,,,9,,0,"Rajaratnam, Daniel",,,,,
MKT,3340,501,1,28,11,3,1,,,,,,,,,,4,,0,"Hudelot, Loretta F",,,,,
MKT,4330,001,,6,10,6,13,2,2,2,,,,,,,3,1,0,"Pacyna, Sandra",,,,,
MKT,4330,0W1,8,5,6,7,4,4,,,1,,,,1,,5,1,1,"Edsel, Alexander D",,,,,
MKT,4330,0W2,3,6,8,4,3,,4,1,1,1,,1,2,,6,,0,"Edsel, Alexander D",,,,,
MKT,4332,001,2,11,2,4,3,,,,,,,,,,4,2,0,"Dover, Howard F",,,,,
MKT,4334,001,41,7,1,,,,,,,,,,,,,,0,"Johnson, Quincy F",,,,,
MKT,4335,001,23,5,2,2,2,1,1,,,,,,,,1,2,0,"Gafford, Jerome M",,,,,
MKT,4336,501,4,4,,2,2,,,,,,,,,,,1,0,"Haseman, Charles",,,,,
MKT,4337,501,1,15,6,7,1,2,1,,2,,1,,,,2,1,1,"Farquharson, Neil",,,,,
MKT,4338,501,19,18,,,5,,,,,,,,,,6,,0,"Dickinson, Keith",,,,,
MKT,4340,001,5,8,18,6,8,1,,,,,,,,,2,,0,"Bigham, Ernest P",,,,,
MKT,4350,001,2,8,4,4,2,4,2,1,,,1,,,,10,1,0,"Biswas, Abhijit","Shetty, Reema R","Iyer, Smruti Viswanath","Tran, Kim Thuc",,
MKT,4360,501,16,23,,1,1,,,,,,,,,,2,,1,"Haworth, Julie B","Kshatriya, Ankitsingh O",,,,
MKT,4370,001,8,4,5,2,2,2,1,,,,,,,,,,0,"Egeland, Rita E",,,,,
MKT,4380,001,,15,13,16,,1,,,,,,,,,1,,0,"Corbin, Sonja C",,,,,
MKT,4380,002,,11,13,6,2,,,,,,,,,,3,1,0,"Wu, Fang","Bagheri Tirtashi, Ali",,,,
MKT,6301,001,,7,1,6,1,,,,,,,,,8,,,0,"Jain, Sanjay","Lutumba, Gottfreid B",,,,
MKT,6301,0W1,,11,6,3,11,4,,,,,,,,14,,,0,"Pahwa, Parneet","Shahzad, Haleema","Karavasili, Pavlina",,,
MKT,6301,0W2,,13,,3,15,5,1,2,,,,,,5,,,1,"Kumar, Nanda","Saremi, Ehsan",,,,
MKT,6301,501,,7,10,15,4,,,,,,,,,10,,,0,"Bruce, Norris I","Chandna, Sarakshi","Bagheri Tirtashi, Ali",,,
MKT,6301,502,,11,3,7,7,,,,,,,,,14,,,0,"Bruce, Norris I","Bagheri Tirtashi, Ali","Chandna, Sarakshi",,,
MKT,6301,AW1,,24,,,,,,1,,,,,,,,,2,"Munch, James",,,,,
MKT,6301,CW1,,24,,,,,,,,,,,,,,,0,"Munch, James",,,,,
MKT,6301,CW2,,30,,,,,,,,,,,,,,,0,"Munch, James",,,,,
MKT,6301,GW1,,4,24,6,3,2,,1,,,,,1,,,,1,"Albrecht, Maria",,,,,
MKT,6309,501,,7,3,3,2,,,,,,,,,10,,,0,"Rajaratnam, Daniel",,,,,
MKT,6310,0W1,,24,5,10,2,,2,,,,,,,3,,,1,"Biswas, Abhijit","Tran, Kim Thuc",,,,
MKT,6321,0W1,,23,1,5,10,2,,,,,,,,7,,,1,"Edsel, Alexander D",,,,,
MKT,6329,501,,4,3,2,2,,,,,,,,,,,,0,"Bruce, Norris I","Chandna, Sarakshi","Bagheri Tirtashi, Ali",,,
MKT,6330,0W1,,14,15,3,13,,,,,,,,,4,,,0,"Biswas, Abhijit","Shetty, Reema R",,,,
MKT,6332,501,,4,3,6,2,2,2,,,,,,,6,,,0,"Biswas, Abhijit","Tran, Kim Thuc","Shetty, Reema R",,,
MKT,6334,501,,14,,,,,,,,,,,,2,,,0,"Dover, Howard F",,,,,
MKT,6339,501,,5,6,7,3,,,,,,,,,4,,,0,"Subramanian, Upender","Saremi, Ehsan",,,,
MKT,6344,XS1,,19,4,,,,,,,,,,,2,,,0,"Ginevich, Rostislav",,,,,
MKT,6352,001,,20,6,7,8,,,,,,,,1,15,,,2,"Tirone, Guido",,,,,
MKT,6352,0W1,,18,4,4,4,,,,,,,,,15,,,0,"Tirone, Guido",,,,,
MKT,6353,501,,11,,,2,,,,,,,,,4,,,0,"Kumar, Nanda","Saremi, Ehsan",,,,
MKT,6V99,501,,11,,,,,,,,,,,1,,,,0,"Tirone, Guido",,,,,
MSEN,3302,001,1,,1,,1,1,1,,,,,,,,5,,0,"Wallace, Robert M","Singh, Vidushi",,,,
MSEN,5360,001,,1,2,3,3,3,,,,,,,,2,,,0,"Walker, Amy V","Badhe, Yutika Ravindra",,,,
MSEN,6324,001,,3,6,2,2,,,,,,,,1,,,,0,"Quevedo-Lopez, Manuel","Nandagopala Krishnan, Siddartha Srinivasan","Sheikhlari, Sepehr",,,
MUSI,1306,001,39,6,1,,,,,,,,,,,,3,,0,"Jones, Eric",,,,,
MUSI,1306,003,25,19,,,1,1,,,,,,,,,2,,1,"Salisbury, Linda J",,,,,
MUSI,1306,004,,32,5,,1,1,1,,1,,,1,1,,4,,1,"Palant, Jonathan",,,,,
MUSI,1306,005,22,19,,1,,,,1,,,,,,,5,,1,"Salisbury, Linda J",,,,,
MUSI,1306,501,33,5,3,1,1,1,,,,,,,,,4,,1,"Wilder, James E",,,,,
MUSI,2113,501,1,16,,,,,,,,,,,,,,,0,"Gerard, Lori A",,,,,
MUSI,2127,001,,47,2,,,,,1,,,,,,,3,,2,"Palant, Jonathan",,,,,
MUSI,2315,001,1,14,,,1,1,,,,,,,,,1,,1,"Hodan, Daniel M",,,,,
MUSI,2315,002,13,3,1,,1,,,,,,,,1,,3,1,1,"Wilder, James E",,,,,
MUSI,2315,501,,12,,,1,,,1,,,,,,,1,,0,"Hodan, Daniel M",,,,,
MUSI,2317,001,,11,1,,,,,,,,,,,,3,,3,"Medrick, Mary A",,,,,
MUSI,2317,002,,11,2,,,,,,,,,,,,4,,0,"Medrick, Mary A",,,,,
MUSI,2317,003,3,4,2,,1,,,1,,,,,,,6,,0,"Parsoneault, Catherine",,,,,
MUSI,2319,001,2,6,2,,,,,,,,,,,,2,,1,"Durbin, Kelly",,,,,
MUSI,2321,001,39,5,,,,,,,,,,,2,,1,,0,"Jones, Eric",,,,,
MUSI,2322,001,3,7,2,,2,,1,,1,,,,2,,1,,3,"Gerard, Lori A",,,,,
MUSI,2322,002,11,6,,,2,,1,,,,1,,1,,6,1,0,"Bennett, Rodger",,,,,
MUSI,2325,001,,18,,,,,,,,,,,,,,,1,"Riemer Bueckert, Nili",,,,,
MUSI,2328,001,2,5,5,,2,,,,,,,,1,,2,2,2,"Mcvay, Michael",,,,,
MUSI,2328,002,1,8,1,,1,2,,3,,,,,3,,4,4,2,"Mcvay, Michael",,,,,
MUSI,3122,001,,12,,,,,,,,,,,,,,,0,"Salisbury, Linda J",,,,,
MUSI,3322,001,3,6,,1,8,1,,2,1,,1,,3,,4,,0,"Evans, Kathryn C",,,,,
MUSI,3325,001,4,7,2,5,1,1,1,3,,1,,,1,,4,,0,"Durbin, Kelly",,,,,
MUSI,3382,001,,13,,,2,,,,,,,,,,1,1,0,"Riemer Bueckert, Nili",,,,,
MUSI,3388,001,,14,,,,,,,,,,,,,,,1,"Medrick, Mary A",,,,,
MUSI,4118,501,,27,,,,,,,,,1,,,,,,0,"Ming, Adron",,,,,
MUSI,4120,501,,35,,,,,,,,,,,,,1,,1,"Hustis, Gregory J",,,,,
MUSI,4185,001,,19,,,,,,,,,,,,,1,,0,"Palant, Jonathan",,,,,
MUSI,4348,001,1,4,1,1,2,,,,,,,,1,,,,0,"Medrick, Mary A",,,,,
NATS,2333,001,18,7,1,1,1,,,,,,,,,,1,,0,"Taylor, Stephanie M",,,,,
NATS,3341,001,9,3,5,2,1,3,,,,,,,,,,,0,"Dingrando, Laurel P","Yue, Lok Yiu",,,,
NATS,3343,001,4,9,1,,,,,,,,,,,,,,2,"McConnell, James S",,,,,
NATS,3343,002,1,7,,,1,,,,,,,,1,,,,0,"Dorsey, Floyd Z",,,,,
NATS,4141,501,,26,,,,,,1,,,,,,,,,1,"Gammons Jr, Billy G","McConnell, James S","Dorsey, Floyd Z","Martin, Jody",,
NATS,4390,001,7,5,1,,2,1,,,1,,,,,,,,0,"Taylor, Stephanie M","Hajeri, Vinita","Stuart, Georgia K","Hale, Baily G","Suura, Ken D","Yue, Lok Yiu"
NSC,3344,001,2,5,1,1,1,,,,,,,,,,,,0,"Mathew, Betty S","Eppes, Anna A",,,,
NSC,3345,001,3,11,11,5,4,2,,1,1,,1,,1,,3,,2,"Walsh, Diane G","Camacho, Natalia S",,,,
NSC,3361,001,30,61,26,28,24,14,22,10,2,,,,2,,56,10,10,"Miller, Van S","Garner, Katherine M",,,,
NSC,3361,002,5,15,27,11,5,2,1,,,,,,,,5,,0,"Raboune, Siham","Lenert, Melissa E",,,,
NSC,3361,003,7,12,9,6,11,10,13,5,1,,1,,2,,12,1,4,"Taylor, Anna M",,,,,
NSC,3361,004,8,5,12,1,5,3,1,1,,,,,,,2,1,1,"McWilliams, Steven P",,,,,
NSC,3361,005,3,2,5,5,3,8,1,2,,,,,2,,3,1,1,"McWilliams, Steven P",,,,,
NSC,3361,HN1,3,20,1,,,,,,,,,,,,1,,0,"LaDow, Eva S",,,,,
NSC,3361,HN2,6,6,3,,,,,,,,,,,,6,1,0,"Rodriguez, Christa M",,,,,
NSC,4351,001,7,8,5,,2,,,,,,,,,,3,,0,"Miller, Van S",,,,,
NSC,4351,002,12,10,3,2,,3,,,1,,,,,,1,,0,"Miller, Van S",,,,,
NSC,4352,001,39,18,30,11,6,5,9,3,6,1,,,1,,14,,0,"Kroener, Sven",,,,,
NSC,4352,HN1,7,16,2,,,,,,,,,,,,3,,0,"LaDow, Eva S",,,,,
NSC,4353,101,1,1,6,3,,1,,,,,,,,,3,1,0,"McWilliams, Steven P","Driskill, Christopher M",,,,
NSC,4353,102,4,8,2,2,,,,,,,,,,,,,0,"Sultana, Rukhsana","Tseng, Ching-Tzu",,,,
NSC,4353,103,,2,2,,4,,1,,,,,,,,4,,2,"McWilliams, Steven P","Naik, Dhananjay K",,,,
NSC,4353,104,4,4,6,1,,,,,,,,,,,,,1,"Sultana, Rukhsana","dos Santos, Natalia Lucia",,,,
NSC,4353,105,2,1,2,1,,2,1,,1,,,,,,1,,0,"Taylor, Anna M","Mei, Hao-Ruei",,,,
NSC,4353,106,1,2,3,3,4,1,,,,,,,1,,1,,0,"Raboune, Siham","Calderon, Debora",,,,
NSC,4353,107,3,3,3,4,,,,,,,,,,,1,1,0,"Raboune, Siham","Lehtonen, Derek",,,,
NSC,4354,001,23,40,29,10,6,4,1,2,,,1,,,,9,,1,"Raboune, Siham","Newel, Jacqueline P",,,,
NSC,4356,001,,24,,,6,,,1,,,,,,,3,,1,"Thorn, Catherine A",,,,,
NSC,4356,002,,70,,,23,,,8,,,,,,,16,3,2,"Sultana, Rukhsana",,,,,
NSC,4357,001,3,4,5,4,4,2,,1,2,,,,,,5,5,1,"Rodriguez, Christa M",,,,,
NSC,4358,001,40,50,40,18,10,7,2,2,,,,,,,7,,2,"Price, Theodore J","Wilhelm, Rachel",,,,
NSC,4362,001,2,5,1,,2,,2,1,2,,1,,2,,9,1,2,"Ploski, Jonathan E",,,,,
NSC,4363,001,19,30,1,2,7,1,2,1,,,,,1,,4,,2,"Thompson, Lucien","Szabo-Pardi, Thomas A",,,,
NSC,4366,001,8,24,21,7,12,10,3,7,5,1,1,,4,,13,4,5,"Taylor, Anna M",,,,,
NSC,4367,001,4,1,3,5,1,2,,,,,,,,,3,1,1,"Taylor, Anna M",,,,,
NSC,4371,001,3,5,5,2,1,2,1,,,,,,,,1,2,1,"Kilgard, Michael",,,,,
NSC,4372,001,,9,4,6,3,1,1,3,,,2,,1,,12,4,1,"Burton, Michael D",,,,,
NSC,4373,001,,88,5,2,,,,,,,,,,,,,1,"Moller, Aage R",,,,,
NSC,4V90,002,,76,13,2,,1,,,1,,,,,,3,,0,"Moller, Aage R",,,,,
NSC,4V90,003,,13,,,10,,,2,,,,,,,7,1,2,"Solodkin, Ana J",,,,,
NSC,4V90,004,9,4,1,2,2,1,2,,,,1,,,,,1,0,"Miller, Van S",,,,,
NSC,4V90,501,,30,,2,1,,,,,,,,,,2,,0,"Rennaker, Robert L",,,,,
OB,6248,CW1,,21,,,4,,,,,,,,,,,,0,"Hicks, Robert",,,,,
OB,6249,CW1,,21,,,2,,,,,,,,,,,,1,"Hicks, Robert",,,,,
OB,6301,001,,8,1,4,2,,,,,,,,,11,,,0,"Richard, Orlando","Boncoeur, Olivier D",,,,
OB,6301,0W1,,44,,,6,,,1,,,,,,3,,,0,"Hasenhuttl, Maria","Liao, Xin",,,,
OB,6301,0W2,,50,,,2,,,,,,,,,4,,,1,"Hasenhuttl, Maria","Liao, Xin",,,,
OB,6301,501,,23,,1,6,1,,,,,,,,3,,,0,"Richard, Orlando","Boncoeur, Olivier D",,,,
OB,6301,CH1,,24,1,,,,,,,,,,,,,,0,"Ferrante, Anne M",,,,,
OB,6301,MBC,,38,7,1,1,,,,,,,,,2,,,0,"Hicks, Jeffrey N","Leete, Ashley",,,,
OB,6301,MBP,,27,,,1,,,,,,,,,,,,0,"Hasenhuttl, Maria","Yeo, Yundong",,,,
OB,6332,001,,6,1,,,,,,,,,,,6,,,0,"Ziegler, Laurie","Jalan, Anurag G",,,,
OB,6332,0W1,,18,1,1,5,,,,,,,,,7,,,0,"Ziegler, Laurie","Jalan, Anurag G",,,,
OB,6332,501,,12,1,,1,,,,,,,,,2,,,0,"Ziegler, Laurie","Jalan, Anurag G",,,,
OB,6337,CH1,,14,,4,1,,,,,,,,,,,,0,"Behrendt, William","Latham, Van M","Plaisance Bryan, Suzette T",,,
OB,6337,CH2,,6,4,1,,,,1,,,,,,,,,0,"Latham, Van M","Plaisance Bryan, Suzette T",,,,
OB,6338,CH1,,11,4,1,1,,,,,,,,,,,,0,"Behrendt, William","Rentschler, Margaret F",,,,
OB,6339,XS1,,11,13,,,,,,,,,,,1,,,0,"Bolton, Gary",,,,,
OB,6340,GW1,,2,2,8,3,,,,,,,,,,,,0,"Solomon, Lawrence N",,,,,
OB,6342,CW1,,21,10,2,1,,,,,,,,1,,,,0,"Norton, Larry",,,,,
OB,6346,CW1,,35,2,2,,,,,,,,,1,,,,0,"Latham, Van M",,,,,
OB,6350,CW1,,16,8,1,,,,,,,,,,,,,0,"Hicks, Robert",,,,,
OB,6351,CW1,,20,1,1,1,,,,,,,,,,,,1,"Norton, Larry",,,,,
OB,6370,CW1,,23,3,4,1,1,2,,,,,,,,,,0,"Latham, Van M",,,,,
OB,6384,CW1,,19,,,,,,,,,,,,,,,2,"Honeycutt, James",,,,,
OBHR,3310,001,2,6,16,11,5,1,2,,,,,,,,2,3,0,"Jun, Sora","Kathuria, Nishant",,,,
OBHR,3310,004,1,4,6,10,4,1,,,,,,,,,6,1,0,"Jun, Sora","Kathuria, Nishant",,,,
OBHR,3310,005,8,14,8,5,5,,,,,,,,1,,6,1,0,"Ritchey, David B",,,,,
OBHR,3310,006,12,20,10,2,2,1,,,,,,,,,1,,0,"Ritchey, David B",,,,,
OBHR,3310,007,5,4,6,5,10,5,4,2,1,1,,,1,,1,,1,"Jun, Sora","Kathuria, Nishant",,,,
OBHR,3310,008,,28,10,5,1,2,,,,,,,,,2,,1,"Hicks, Jeffrey N","Leete, Ashley",,,,
OBHR,3310,501,,36,4,,1,1,,1,,,,,,,4,1,0,"Hicks, Jeffrey N","Leete, Ashley",,,,
OBHR,3310,HON,14,33,5,,,,,,,,,,,,5,,0,"Hazzard, Charles F","Mhetre, Suraj Arvind",,,,
OBHR,3330,001,1,12,14,5,12,,1,,,,1,,,,12,1,0,"Meda, Edward","Shen, Christina",,,,
OBHR,3330,002,4,9,8,9,17,5,,,,,,,,,7,,1,"Takeuchi, Riki","Garg, Suyash",,,,
OBHR,3330,003,8,20,15,7,3,1,1,,1,,,,,,2,,2,"Meda, Edward","Shen, Christina",,,,
OBHR,3330,004,4,15,14,10,3,3,,,,1,,,,,8,,1,"Ritchey, David B",,,,,
OBHR,3330,005,13,22,9,6,4,1,,,,,,,,,4,,1,"Ritchey, David B",,,,,
OBHR,3330,006,5,4,18,5,9,3,1,2,1,,,,,,11,,1,"Weekley, Jeff A","Garg, Suyash",,,,
OBHR,3330,501,1,5,10,14,6,8,,,,,1,,,,13,2,0,"Meda, Edward","Shen, Christina",,,,
OBHR,3330,502,5,10,12,9,9,2,,3,,,1,,,,7,1,1,"Meda, Edward","Shen, Christina",,,,
OBHR,4310,001,9,28,3,2,2,1,,,,,,,,,1,2,0,"McNulty, Diane S","Liao, Xin",,,,
OBHR,4331,501,,5,20,7,5,1,,,,,,,,,4,,1,"Sims, Gene",,,,,
OBHR,4333,501,14,4,3,2,2,1,,,,,,,1,,1,,1,"Ritchey, David B",,,,,
OBHR,4334,001,7,5,6,3,5,1,1,,,,,,,,5,,0,"Weekley, Jeff A","Garg, Suyash",,,,
OBHR,4335,001,,16,11,3,,3,,,,,,,1,,2,,0,"Meda, Edward","Boncoeur, Olivier D",,,,
OBHR,4350,501,,2,,,1,,,3,,,,,,,3,1,1,"Dess, Gregory",,,,,
OBHR,4352,001,3,4,12,3,4,2,1,2,,,,1,,,7,1,0,"Ritchey, Kemberly A",,,,,
OBHR,4352,002,7,13,6,3,4,,1,,,,,,,,5,,1,"Ritchey, Kemberly A",,,,,
OBHR,4354,001,6,18,22,2,3,1,1,,,,,,,,3,,0,"Meda, Edward","Boncoeur, Olivier D",,,,
OBHR,4360,001,5,4,8,12,7,3,,,,,,,,,6,1,1,"Weekley, Jeff A","Garg, Suyash",,,,
OPRE,3310,001,6,12,3,16,11,,,,,,,,,,20,1,1,"Kim, Joohyun",,,,,
OPRE,3310,002,7,8,3,2,3,4,1,6,1,1,,,2,,28,3,1,"Vu, Duc D",,,,,
OPRE,3310,003,10,14,4,8,7,5,3,1,,,,,,,11,3,4,"Gokcinar, Abdullah H",,,,,
OPRE,3310,004,43,20,,1,4,,1,,,,,,,,1,,0,"Widdifield, David S","Wang, Ming",,,,
OPRE,3310,005,46,12,,2,2,,1,,,,,,,,6,,0,"Widdifield, David S","Wang, Ming",,,,
OPRE,3310,006,,6,12,5,19,2,1,6,,,,,,,9,,0,"Parks, David","Shintre, Rohan Sudhakar",,,,
OPRE,3310,007,4,3,5,4,7,2,3,6,,,,,1,,6,,0,"Parks, David","Shintre, Rohan Sudhakar",,,,
OPRE,3310,008,5,5,5,3,3,3,1,,2,,1,,1,,9,1,1,"Venkataraman, Ashwin","Qu, Zihao",,,,
OPRE,3310,009,7,24,8,13,5,6,,,,,,,,,7,,0,"Hosseinabadi Farahani, Mehdi",,,,,
OPRE,3310,010,1,2,,3,6,,1,4,,,,,2,,3,,1,"Subramoniam, Ramesh","Mohod, Vaishnavi A",,,,
OPRE,3310,0W1,1,9,,5,16,,3,3,,,1,,,,16,,1,"Deluke, Eugene","Ramakrishnan, Jaishree",,,,
OPRE,3310,501,8,4,3,3,4,4,2,,4,,1,,,,2,1,2,"Venkataraman, Ashwin","Qu, Zihao",,,,
OPRE,3310,5E1,,1,,1,5,,,1,,,,,,,4,,0,"Sajjadi, Reza","Ramakrishnan, Jaishree",,,,
OPRE,3320,001,,21,,10,12,,1,1,,,1,,1,,10,1,0,"Mozik, Vince C","Buggineni, Kranthi Teja",,,,
OPRE,3330,001,,31,3,2,,,,,,,,,,,3,,1,"Janke, Scott M","Rajkotwala, Mustafa S",,,,
OPRE,3330,501,,21,13,3,1,1,,,,,,,1,,9,1,1,"Janke, Scott M","Rajkotwala, Mustafa S",,,,
OPRE,3333,001,9,11,10,4,2,3,1,1,,,,,,,26,2,1,"Oguzman, Neslihan","Mohod, Vaishnavi A",,,,
OPRE,3333,002,8,10,9,5,4,3,1,,1,,1,,,,21,4,2,"Enayaty Ahangar, Negin","Shah, Rushabh Rakesh",,,,
OPRE,3333,003,17,16,5,5,3,2,1,1,1,,,,,,11,6,2,"Enayaty Ahangar, Negin","Shah, Rushabh Rakesh",,,,
OPRE,3333,004,9,7,8,2,1,1,1,4,1,1,,,,,26,5,2,"Subramoniam, Ramesh","Kuppagoundanpalayam Nallasivam, Vikram",,,,
OPRE,3333,005,8,17,2,2,4,1,,4,,1,,3,,,21,6,1,"Subramoniam, Ramesh","Kuppagoundanpalayam Nallasivam, Vikram",,,,
OPRE,3333,0W1,16,3,5,2,1,4,,1,2,,,,,,14,1,0,"Alimirzaei, Athena","Kuppagoundanpalayam Nallasivam, Vikram",,,,
OPRE,3333,501,1,4,5,5,2,4,,2,3,1,,2,3,,15,6,4,"Sajjadi, Reza","Ramakrishnan, Jaishree",,,,
OPRE,3360,001,2,8,4,13,3,1,4,1,,,,,,,19,5,0,"Simsek, Ahmet S","Sul, Inki",,,,
OPRE,3360,002,5,8,5,6,2,1,,,,,,,,,31,1,0,"Naseri Taheri, Mohammad","He, Mingming",,,,
OPRE,3360,003,10,8,5,5,4,,,1,,,,,,,25,,2,"Brussolo, Monica E","Shirvin, Mahdi",,,,
OPRE,3360,004,12,13,8,6,1,2,,3,,,,,,,12,2,0,"Brussolo, Monica E","Shirvin, Mahdi",,,,
OPRE,3360,005,4,8,7,2,6,3,1,4,,2,1,,2,,12,4,3,"Brussolo, Monica E","Shirvin, Mahdi",,,,
OPRE,3360,006,4,9,3,7,3,4,3,,,,,,1,,24,,0,"Naseri Taheri, Mohammad","He, Mingming",,,,
OPRE,3360,007,6,7,5,5,6,5,,3,5,,1,,1,,9,4,2,"Woldu, Malgorzata","Buggineni, Kranthi Teja",,,,
OPRE,3360,008,8,17,4,3,2,1,,,1,1,,,1,,18,4,0,"Enayaty Ahangar, Negin","Shah, Rushabh Rakesh",,,,
OPRE,3360,009,5,10,5,3,8,4,3,1,3,,,,,,16,1,1,"Enayaty Ahangar, Negin","Shah, Rushabh Rakesh",,,,
OPRE,3360,010,7,15,9,8,2,2,4,,,,,,,,10,2,1,"Zhang, Wen",,,,,
OPRE,3360,011,14,4,2,3,2,4,4,,,,,,,,23,2,2,"Ahadi, Khatereh","Egbedi, Jeffrey C",,,,
OPRE,3360,0W1,7,4,8,5,3,2,1,1,,,,,,,16,2,1,"Brussolo, Monica E","Shirvin, Mahdi",,,,
OPRE,3360,501,1,4,4,5,4,,3,2,2,,,1,1,,9,1,0,"Simsek, Ahmet S","Sul, Inki",,,,
OPRE,3360,502,3,8,10,9,5,3,2,,,,,,,,18,,1,"Naseri Taheri, Mohammad","He, Mingming",,,,
OPRE,4310,001,1,2,12,10,6,3,2,,,,1,,1,,10,1,0,"Ramanathan, Kannan","Sangappa, Chirag","Lyu, Junjia",,,
OPRE,4320,001,,1,5,7,6,1,2,,,,,,,,2,1,2,"Subramoniam, Ramesh","Tiwari, Pooja",,,,
OPRE,4330,501,19,23,,3,1,,1,,,,,,,,2,1,0,"Widdifield, David S",,,,,
OPRE,4340,001,4,6,1,4,4,5,4,1,2,1,,,,,7,1,0,"Hu, Bin","Celik, Beyza",,,,
OPRE,4360,001,,11,,,,,,,,,,,,,1,1,1,"Parks, David","Shintre, Rohan Sudhakar",,,,
OPRE,6250,GW1,,,14,3,,,,,,,,,,,,,0,"Hassanzadeh, Nozar",,,,,
OPRE,6301,003,,18,,9,2,,3,1,,,,,1,14,,,0,"Ahadi, Khatereh","Egbedi, Jeffrey C",,,,
OPRE,6301,004,,2,5,1,2,,,,,,,,1,2,,,0,"Toptal, Aysegul","Zhang, Minmin",,,,
OPRE,6301,005,,23,,8,6,,1,,,,,,,10,,,1,"Ahadi, Khatereh","Egbedi, Jeffrey C",,,,
OPRE,6301,006,,14,9,11,3,2,,,,,,,,4,,,0,"Toptal, Aysegul","Zhang, Minmin",,,,
OPRE,6301,007,,28,,9,4,,,1,,,,,,12,,,1,"Ahadi, Khatereh","Egbedi, Jeffrey C",,,,
OPRE,6301,0W1,,12,5,4,6,4,1,,,,,,2,16,,,0,"Leach, Sonia E","Stalvey, Shelly",,,,
OPRE,6301,0W2,,15,,8,5,2,,,,,,,3,11,,,7,"Sethi, Awanti","Venugopal, Diya",,,,
OPRE,6301,501,,34,3,6,6,1,,2,,,,,,7,,,0,"Qi, Anyan","Takasi, Venkanna Dora Goutham",,,,
OPRE,6301,GW1,,10,11,6,1,4,2,4,,,,,1,,,,2,"Bush, Rhonda L",,,,,
OPRE,6301,SW1,,4,4,2,1,,,,,,,,,,,,0,"Bush, Rhonda L",,,,,
OPRE,6302,001,,3,4,6,,,,,,,,,,6,,,0,"Wang, Guihua","Rasulov, Toghrul",,,,
OPRE,6302,003,,13,19,13,2,,,,,,,,,9,,,0,"Janakiraman, Ganesh","Mobini Dehkordi, Zahra",,,,
OPRE,6302,004,,7,7,5,2,1,1,,,,,,1,8,,,0,"Rajamani, Divakar","Dode, Shrutik G",,,,
OPRE,6302,005,,2,3,3,2,,,,,,,,,3,,,1,"Ozer, Ali O","Kucukgul, Can",,,,
OPRE,6302,0W1,,5,7,5,5,1,,1,,,,,2,15,,,2,"Leach, Sonia E","Stalvey, Shelly",,,,
OPRE,6302,501,,3,1,2,6,,,1,,,,,,7,,,0,"Leach, Sonia E","Stalvey, Shelly",,,,
OPRE,6302,MBC,,28,12,5,1,,,,,,,,,3,,,0,"Ozer, Ali O","Kucukgul, Can",,,,
OPRE,6302,XS1,,5,17,9,4,1,,,,,,,,1,,,0,"Hassanzadeh, Nozar",,,,,
OPRE,6304,501,,13,5,10,2,1,,,,,,,,15,,,0,"Simsek, Ahmet S","Sul, Inki",,,,
OPRE,6332,001,,39,15,3,,,1,,,,,,,,,,0,"Ramanathan, Kannan","Sangappa, Chirag","Lyu, Junjia",,,
