Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
STAT,3355,001,3,13,6,2,8,1,2,7,2,,1,,5,1,"Ammann, Larry",,,,,
CS,1136,108,21,5,9,3,3,3,2,,,,2,,3,1,"Vogel, Don G",,,,,
CS,1336,008,,6,15,9,8,2,,1,4,,2,1,3,1,"Davis, Chris I",,,,,
CS,1336,010,7,12,1,2,4,11,4,3,,4,,,3,1,"Veerasamy, Jeyakesavan",,,,,
CS,1336,003,,9,3,10,7,4,4,5,1,1,1,1,5,1,"Shields, Charles O",,,,,
ITSS,3300,502,7,5,13,4,8,5,3,2,2,,,,2,1,"Hansen, Atanas Y","Zhu, Wangsheng",,,,
CS,1336,001,,3,13,9,6,8,3,2,2,,1,,4,1,"Brandenburg, Jonathan C",,,,,
CS,1136,601,25,5,1,1,3,2,5,1,1,,2,,5,1,"Vogel, Don G",,,,,
CS,1336,501,,6,9,6,8,5,2,7,3,,,1,4,1,"Le, Khiem V",,,,,
ACCT,4342,501,1,4,6,11,11,6,2,4,4,1,,,1,1,"Johnson, Jennifer","Farooqi, Shan A",,,,
EE,3302,501,15,5,8,4,1,3,7,1,2,1,3,1,1,1,"Ardestani Khoubrouy, Soudeh","Chandra Shekar, Ram Charan M",,,,
CS,3360,001,3,12,7,6,11,5,4,1,2,1,,,1,1,"Feng, Ranran","Yu, Xinyue",,,,
BLAW,2301,501,,16,11,5,5,5,5,4,1,,,,1,1,"Sutton, Walter L","Koonce, Katherine",,,,
MKT,6301,002,,14,11,15,7,6,,,,,,,,1,"Xie, Ying","Saremi, Ehsan",,,,
BUAN,6356,502,,22,21,3,6,1,,,,,,,,1,"Parker, Jason A","Bodh, Malvika",,,,
OPRE,6301,0W1,,29,9,4,7,1,3,,,,,,1,1,"Leach, Sonia E","Hosseinabadi Farahani, Mehdi",,,,
ECS,1100,025,13,5,6,2,2,4,2,2,4,2,2,,11,1,"Favors, Crystal N",,,,,
IMS,3310,007,5,8,15,6,8,7,3,1,2,,,,,1,"Kaur, Vaneet",,,,,
FIN,3320,013,,17,,,25,,,12,,,1,,,1,"Li, Jun","Wang, Hui",,,,
MKT,3300,009,10,10,7,7,7,9,2,3,,,,,,1,"Pahwa, Parneet","Roshangarzadeh, Reza","Qian, Kun",,,
ENTP,3301,002,,2,5,8,11,11,8,7,1,,,,2,1,"Kimzey, Jackie",,,,,
FIN,3320,012,,19,,,21,,,14,,,1,,,1,"Li, Jun","Wang, Hui",,,,
FIN,3320,010,,11,5,4,11,4,1,7,4,1,4,,3,1,"Cordell, David M","Kirk, Steven B",,,,
MKT,3300,010,2,6,8,9,11,3,5,9,1,,,1,,1,"Wu, Fang","Zihagh, Fereshteh",,,,
MIS,6309,001,,10,16,10,9,5,2,,,,,,1,1,"Bradbury, Judd D","Sharma, Aman",,,,
ECON,4355,001,6,8,4,3,6,6,6,4,2,4,2,1,4,1,"Li, Dong","Hou, Aoyu",,,,
SOC,3342,0W1,8,26,,6,11,,1,1,1,,1,,1,1,"Malek-Ahmadi, John H",,,,,
ITSS,3300,004,2,10,11,3,10,5,2,5,2,2,2,,2,1,"Stephens, Timothy G","Xie, Si",,,,
CS,3377,0W3,10,18,9,6,5,3,5,,,,,,,1,"Kapoor, Bhanu","Lozano Carrillo, Juan Camilo",,,,
CS,1136,114,21,7,2,2,3,6,1,2,1,,1,,10,1,"Vogel, Don G",,,,,
BUAN,6356,003,,31,13,3,9,1,,,,,,,,1,"Parker, Jason A","Bodh, Malvika",,,,
CS,1336,006,4,4,4,10,15,5,3,4,1,1,,2,3,1,"Thompson, Laurie A",,,,,
CS,1136,106,31,7,2,4,2,1,,2,2,,2,,4,1,"Vogel, Don G",,,,,
ECS,1100,008,27,11,,7,2,3,1,3,1,,1,,2,1,"Williams, Jaleah",,,,,
AMS,4385,0W1,13,12,11,3,6,3,,3,,,1,,6,1,"Winstead, Elizabeth L",,,,,
MIS,6382,002,,23,17,7,10,1,,,,,,,,1,"Srinivasan, Srimathi","Gupta, Aabhas",,,,
ACCT,2301,004,15,12,3,11,6,2,6,,,,1,1,1,1,"Hou, Liya",,,,,
STAT,3360,002,8,9,5,1,10,7,4,5,2,,1,,6,1,"Koshevnik, Yuly","Langford, John","Lutz, Kevin C",,,
SOC,4372,0W1,24,8,5,9,1,2,2,1,1,2,,,3,1,"Cheun, Jacquelyn J",,,,,
CS,6363,003,,12,10,19,9,5,2,,,,,,1,1,"Chandrasekaran, Ramaswamy","Gour, Riti",,,,
BUAN,6341,001,,10,28,18,1,,,1,,,,,,1,"Sohaee, Nassim","Patel, Mehul G",,,,
ECS,1100,014,25,8,7,6,3,5,2,2,,,,,,1,"Croasdale Woudwyk, Andrea",,,,,
BIOL,3370,001,11,16,5,4,5,7,4,3,2,,1,,,1,"Hill, Brenna R",,,,,
EE,4301,001,6,5,5,3,7,9,12,7,4,,,,1,1,"Coleman, Ann C","Chen, Jianfei",,,,
FIN,3330,002,8,23,,6,15,,2,4,,1,,,,1,"Chapman, Juliann G","Nguyen, Khiem B",,,,
MECH,3310,002,4,8,11,17,11,7,,1,,,,,,1,"Ouyang, Hui","Wang, Yang","Sarma, Jyotirmoy",,,
ITSS,3300,001,11,11,9,4,7,7,2,1,,3,,1,3,1,"Haseman, Charles","Luo, Ning",,,,
OPRE,3310,0W2,2,18,,,18,,1,14,,,5,,1,1,"Deluke, Eugene","Li, Hehe",,,,
OPRE,3310,0W1,2,22,,1,13,,1,17,,,2,,1,1,"Deluke, Eugene","Li, Hehe",,,,
MECO,6303,501,,18,21,4,8,7,,,,,,,1,1,"Kiser, Stephen L","Wang, Yu-Chi",,,,
ITSS,3311,002,7,11,4,6,,3,5,4,3,3,5,3,5,1,"Narayanasami, Priya","Ozdemir, Dicle Yagmur",,,,
ITSS,3311,003,14,10,9,14,8,4,,,,,,,,1,"Mehta, Sameer",,,,,
ACCT,6333,PP1,,22,,,29,,,9,,,,,,1,"Zolton, Kathy","Memon, Sana R",,,,
CS,1136,115,20,9,4,4,2,2,4,1,2,,3,,9,1,"Vogel, Don G",,,,,
BUAN,6356,001,,33,14,4,6,3,,,,,,,,1,"Parker, Jason A","Bodh, Malvika","Malpani, Surajkumar Pavankumar",,,
SOC,1301,0W1,19,21,7,2,4,2,1,1,,,,1,1,1,"Simoni, Zachary","Burger, Charis M",,,,
ECS,1100,011,27,6,8,4,3,4,2,2,,2,,,3,1,"Sharman, Whitney",,,,,
HMGT,3301,002,12,16,9,9,5,4,2,2,,,,,2,1,"Walton, James W",,,,,
CS,2305,001,3,8,13,10,7,4,3,4,1,2,4,1,1,1,"Feng, Ranran",,,,,
CS,4393,001,2,13,10,13,6,7,2,4,4,,,,,1,"Nguyen, Nhut","Tran, Trung Hieu",,,,
CS,6359,002,,8,39,14,,,,,,,,,,1,"Nouroz Borazjany, Mehra","Tian, Zijing",,,,
FIN,3330,501,5,24,,5,13,,5,6,,1,2,,1,1,"Chapman, Juliann G","Nguyen, Khiem B",,,,
EE,1202,001,15,7,6,5,7,3,6,5,2,,,,6,1,"Cogan, Diana L",,,,,
CS,1336,015,4,9,10,5,8,1,1,2,2,,4,3,13,1,"Paulk, Mark C",,,,,
CS,6360,002,,14,16,22,7,3,,,,,,,,1,"Yuruk, Nurcan","Zhou, Husheng",,,,
ACCT,6350,501,,23,26,9,2,1,,,,,,,,1,"Solcher, Steven J","Keogh, Reagan D",,,,
ACCT,2302,001,,25,6,12,9,1,2,2,,,2,,4,1,"Kale, Devendra",,,,,
PSCI,4377,001,,5,12,22,16,4,2,1,1,,,,,1,"Stewart, Marianne","Dzanie, Raphael K",,,,
CS,2336,001,37,4,8,1,,4,2,,,,1,1,5,1,"Nouroz Borazjany, Mehra",,,,,
ACCT,3341,002,8,13,17,14,7,2,2,1,,,,,,1,"Mauriello, Joseph A",,,,,
OPRE,3310,006,5,20,,12,15,,10,,,1,,,1,1,"Widdifield, David S","Ravindran, Manojraj",,,,
ITSS,4353,501,15,18,14,8,6,2,,,1,,,,,1,"Rao, Mukund","Tunc, Murat M",,,,
HUMA,1301,001,35,5,6,6,7,2,3,,1,1,,,,1,"Ingrao, Peter J","Thomas, Kathryn E",,,,
MECH,4301,001,4,15,5,10,10,13,,8,,,,,1,1,"Ryu, III","Aragon, Nicole K",,,,
MIS,6309,002,,22,21,7,10,3,3,,,,,,,1,"Islam, Naser","Pawar, Dhairya Dhanaji","Dheram, Geyasruti",,,
CS,6375,004,,30,26,11,,,,,,,,,,1,"Nagar, Anurag","Yan, Siwen",,,,
BMEN,3320,001,8,10,6,9,8,4,4,4,3,,,,11,1,"Ali, Tariq M",,,,,
CRIM,3323,0W1,,10,6,6,11,14,4,9,1,3,2,2,,1,"Kovandzic, Tomislav","Han, Sungil",,,,
CS,2336,006,22,3,15,7,8,6,2,,,,,2,3,1,"Nouroz Borazjany, Mehra",,,,,
HUMA,1301,007,,8,3,8,12,8,6,10,1,,2,,10,1,"Mortensen, Joan",,,,,
PSY,4346,002,,22,,,34,,,10,,,1,,1,1,"Reid, Jon K",,,,,
CS,4301,001,,5,19,15,11,5,6,2,2,1,,1,1,1,"Mazidi, Karen J","Rudhraraju, Anshula V",,,,
HUMA,1301,006,36,14,6,2,4,4,1,1,1,,,,,1,"Ingrao, Peter J","Koo, So Y",,,,
SOC,3321,0W1,7,8,18,13,7,7,4,2,2,,,,1,1,"Lanham, Carol C","Burger, Charis M",,,,
NSC,3361,002,6,9,19,8,6,6,4,2,5,,2,2,1,1,"Sultana, Rukhsana","Miranda, Giuseppe G",,,,
PSY,3392,002,2,16,12,7,10,5,6,5,3,2,,,2,1,"Grant, Meridith G","Pattisapu, Candice N",,,,
MECH,2310,002,2,19,6,2,16,3,5,5,4,3,1,2,3,1,"Thamban, P.L.Stephan","Pandey, Binay J",,,,
CRIM,3319,001,37,14,7,5,4,2,,,1,,,,1,1,"Polk, Elmer O","Yim, Haneul",,,,
CS,4361,001,6,17,12,6,16,3,2,4,3,,,1,1,1,"Kumar, Pushpa S","Yuan, Jing",,,,
OPRE,6301,006,,33,3,24,9,,2,1,,,,,,1,"Sethi, Awanti","Vegunta, Sri Mrudula",,,,
CS,3305,501,8,23,6,9,5,5,5,5,1,1,,,5,1,"Willson, James K",,,,,
MECH,3315,001,2,9,15,23,9,6,6,,2,,,1,,1,"Anderson, William C","Garcia Cartagena, Edgardo J",,,,
OPRE,3310,005,2,8,9,11,11,9,7,8,5,2,,,1,1,"Subramoniam, Ramesh","Qu, Zihao",,,,
HLTH,3101,0W3,,57,,,13,,,2,,,,,2,1,"Sandon, Lona",,,,,
ACCT,2302,003,1,26,,9,30,4,,2,1,,,,1,1,"Cohen, Daniel A","Walker, Jacob N",,,,
OPRE,6301,010,,39,19,6,8,2,,,,,,,,1,"Leach, Sonia E","Hosseinabadi Farahani, Mehdi",,,,
HLTH,3310,001,1,8,20,11,15,8,4,4,1,,1,,2,1,"Duquaine-Watson, Jill M",,,,,
OPRE,6301,011,,15,20,14,12,3,7,4,,,,,,1,"Toptal, Aysegul","Kulkarni, Nilay A",,,,
OPRE,6301,004,,19,16,18,10,2,7,1,,,,,2,1,"Toptal, Aysegul","Kulkarni, Nilay A",,,,
CS,4352,0W1,37,16,15,2,1,2,3,,,,,,,1,"Orrick, Erika D","Guo, Jinghui",,,,
OPRE,3360,007,5,11,11,20,11,6,3,2,4,,,,3,1,"Naseri Taheri, Mohammad","Jin, Siyu",,,,
OPRE,6301,007,,33,1,13,20,3,2,2,,,,,2,1,"Brussolo, Monica E","Zangeneh Madar, Zeinab",,,,
OPRE,6302,004,,22,18,3,20,5,6,2,,,,,1,1,"Honhon, Dorothee B","Khandelwal, Kumar Manglam",,,,
OPRE,6301,005,,33,5,14,16,2,1,4,,,,,3,1,"Brussolo, Monica E","Zangeneh Madar, Zeinab",,,,
OPRE,6301,001,,33,3,16,17,2,5,2,,,,,,1,"Brussolo, Monica E","Zangeneh Madar, Zeinab",,,,
OPRE,3360,003,6,10,11,6,7,7,6,4,2,3,5,1,11,1,"Ahadi, Khatereh","Huang, Wei Chuan",,,,
OPRE,3360,501,8,23,,24,20,,,3,,,,,1,1,"Qi, Anyan","Chen, Jiayu",,,,
CS,6313,002,,77,6,,,,,,,,,,,1,"Akcora, Cuneyt G",,,,,
HIST,3337,001,,15,14,17,8,13,5,4,3,4,,1,2,1,"Channell, David","Minich, Joseph T",,,,
CLDP,3332,001,,25,1,5,31,,,18,,,6,,1,1,"Holub, Shayla C",,,,,
BLAW,2301,004,,13,11,6,11,6,11,13,8,,5,,4,1,"Betanzos, Christina L","Keogh, Reagan D",,,,
PSY,4343,002,26,20,5,12,9,5,4,1,,,2,,4,1,"Schwark, Gayle","Adelson, Megan J",,,,
HIST,1301,003,,3,9,7,14,12,8,9,5,2,5,7,8,1,"Johnson, Yvonne","Hoosein, Nausheen",,,,
PSCI,4347,001,10,28,19,5,14,3,,3,3,,1,1,3,1,"Larue, Patrick","Das, Soham",,,,
MATH,2415,003,22,11,8,6,9,4,4,3,5,1,6,2,10,1,"Dahal, Rabin",,,,,
CS,3341,003,26,14,8,3,9,2,6,8,2,4,4,1,6,1,"Whalen, Tristan G","Jiang, Tian",,,,
CS,3340,502,,4,7,11,14,19,10,8,8,7,2,3,4,1,"Mazidi, Karen J",,,,,
PSY,3310,001,,76,,,16,1,,4,,,,,,1,"Touchstone, Emily W","Fowler, Mariah L",,,,
MAS,6102,006,,,,,,,,,,,,,3,1,"Jones, Royce E",,,,,
ECS,3361,501,,5,15,21,20,17,11,5,2,1,,1,,1,"Wilt, James C",,,,,
ARTS,1301,002,9,13,30,15,12,11,1,3,2,,,,3,1,"DeWitte, Debra J","Guyot, Natacha",,,,
ECS,3361,001,9,32,19,17,15,2,2,,,2,1,,,1,"Mezenner, Rabah",,,,,
ECS,3361,004,2,8,17,21,12,23,2,9,3,1,,,1,1,"Wilt, James C",,,,,
MAS,6102,003,,,,,,,,,,,,,4,1,"Wilkerson, Cassandra",,,,,
PHYS,1302,001,10,14,21,7,9,5,6,15,8,5,2,,1,1,"Lee, Mark","Timms, Christopher I","Mcgarry, Michael P",,,
ISNS,2367,0W2,30,32,14,13,3,7,2,1,6,,3,1,7,1,"Pujana, Ignacio","Zhang, Shuo",,,,
NSC,4352,001,20,31,21,9,7,8,8,5,5,2,2,,2,1,"Raboune, Siham","Turner, Monroe P",,,,
SPAU,3301,001,11,32,14,13,22,8,9,7,1,3,2,,,1,"Walsh, Diane G","Boone, Melissa N",,,,
PSY,3331,001,,38,4,8,16,20,10,10,6,,4,,12,1,"Huxtable-Jester, Karen J","Wu, Sining",,,,
STAT,2332,001,9,30,21,17,17,4,9,14,5,1,1,,1,1,"Konietschke, Frank","Cao, Cong",,,,
PSY,3333,001,26,18,21,22,19,11,13,5,2,1,1,,1,1,"Barfoot, John W",,,,,
CHEM,2323,006,22,43,6,11,14,12,11,10,3,4,3,,6,1,"Panapitiya, Nimanka P",,,,,
HLTH,3101,0W2,,139,,,8,,,,,,3,,,1,"Sandon, Lona",,,,,
PSY,3361,001,8,14,26,19,15,30,7,10,8,7,7,1,11,1,"Wig, Gagandeep S","Agres, Phillip F",,,,
PSY,2301,001,,55,39,16,21,12,13,6,5,5,3,2,1,1,"Sasson, Noah J","Villarreal, Deyaun L",,,,
NSC,4373,001,,149,7,2,1,1,,,,,,,,1,"Moller, Aage R","Garner, Katherine M",,,,
PSY,4343,001,64,85,39,20,22,8,4,,1,3,2,2,1,1,"Schwark, Gayle","Adelson, Megan J",,,,
GOVT,2306,003,84,64,48,21,21,20,16,3,5,3,6,2,4,1,"Lowe, Evan","Zengin, Abdullah Furkan","Mutesi, Mireille","Gutierrez Mannix, Carlos Daniel",,
GOVT,2306,001,75,56,61,23,16,27,11,6,6,4,1,3,9,1,"Lowe, Evan","Zengin, Abdullah Furkan","Gutierrez Mannix, Carlos Daniel","Mutesi, Mireille",,
CE,3345,004,2,1,,,,,,,1,,,,4,2,"Raghavachari, Balaji","Li, Xiaodi",,,,
BIOL,3101,005,,1,1,,,1,,4,,,1,,1,2,"Hannig, Ernest",,,,,
CE,3101,105,,4,1,1,1,,,2,,,,,,2,"Friedman, Joseph S","Li, Chen","Nahar, Lubaba M",,,
HCS,7382,001,,2,6,1,,,1,,,,,,,2,"Kane, Heidi S",,,,,
BMEN,3120,102,,2,2,1,3,1,,,,,1,,,2,"Winter, Patrick M","Lam, Kevin Hao Su","Atmaramani, Rahul","Abbott, Justin","Ganguly, Antra",
GEOS,3464,001,,4,2,2,1,1,,,,,,,,2,"Stern, Robert","Newman, Jordan W",,,,
PA,6387,0W1,,8,1,,1,,,,,,,,,2,"Maxwell, Sarah P",,,,,
ARTS,2381,001,1,5,5,,,,,,,,,,,2,"Cochran, Kristen N",,,,,
MUSI,3388,001,,6,,1,2,1,,,,,1,,1,2,"Medrick, Mary A",,,,,
PHYS,2422,HN1,7,2,2,2,,,,,,,,,,2,"Zhang, Fan","Cheung, Patrick K",,,,
BMEN,1208,002,,,,1,2,2,1,2,2,1,,,2,2,"Meyer, Clark A","Li, Shichang",,,,
BPS,6332,501,,9,,,4,,,,,,,,,2,"Dess, Gregory","Kim, Dong Shin",,,,
MKT,4332,002,,2,1,1,5,3,,1,,,,,,2,"Gafford, Jerome M",,,,,
MATH,1326,007,1,2,2,,,,2,4,2,,,,,2,"Rice, David",,,,,
PSY,3393,006,1,3,4,,2,,,,1,1,,,1,2,"Lockhart, Jessica M","Knoch, Desiree'",,,,
CS,6343,001,,6,2,3,3,,,,,,,,,2,"Yen, I-Ling",,,,,
AP,3340,001,,8,2,2,1,2,,,,,,,,2,"Goode, Dianne H",,,,,
ATCM,4365,003,1,6,2,,1,,2,1,1,,,,1,2,"Christopher, Timothy V",,,,,
MUSI,2328,002,1,7,,1,3,1,,1,,,,,2,2,"Mcvay, Michael",,,,,
ARTS,1316,003,5,1,4,,2,1,,1,1,,,,1,2,"Booker, Rebecca M",,,,,
MUSI,2317,002,1,11,1,,1,1,,1,,,,,,2,"Medrick, Mary A",,,,,
ECS,3390,011,,3,5,2,2,3,,,,,1,,,2,"Ryan, Christopher J",,,,,
SE,3377,0W1,,,,2,4,2,2,3,2,1,,1,,2,"Min, Richard K","Li, Yi",,,,
PSY,3350,001,,5,3,1,2,1,2,2,,,,,1,2,"Ulatowska, Hanna K",,,,,
MATH,1326,008,2,2,,3,5,1,,1,,,2,,1,2,"Anderson, Bill",,,,,
RHET,1302,004,,5,2,2,2,,,1,1,,,,4,2,"Jimenez, Jose",,,,,
ECS,3390,0H1,2,6,3,2,,1,1,,1,,,,1,2,"Schlobohm, Maribeth L",,,,,
CHIN,1311,002,5,4,5,,,1,1,1,,,,1,,2,"Shi, Shuai",,,,,
ATCM,3370,001,,3,2,4,5,1,1,1,,1,,,,2,"Lewis, Timothy M",,,,,
PPPE,6301,001,,10,3,,2,3,,,,,,,,2,"Bunte, Jonas B",,,,,
FIN,3320,5E1,,4,2,3,5,2,1,1,,,,,,2,"Khanapure, Revansiddha B",,,,,
RHET,1302,502,,7,4,,3,3,,,,,1,,,2,"Hamilton, Cristen",,,,,
ACCT,6334,0W1,,4,,,8,2,,4,,,,,1,2,"Linsteadt, Chris C",,,,,
THEA,2372,002,,13,5,,1,,,,,,,,,2,"Lingo, Kathy A",,,,,
RHET,1302,006,4,3,2,1,1,3,,,,,1,1,3,2,"Ocasio-Russe, Lizbette",,,,,
RHET,1302,033,3,6,6,2,1,,,,,,,,1,2,"Berry, Tracey R",,,,,
CHEM,1112,103,4,8,2,1,3,,,,,,1,,1,2,"Hashami, Zohreh","Malekpour, Soheil",,,,
CE,3301,002,,8,,,,,,4,,,8,,,2,"Fahimi, Babak","Liang, Jingchen",,,,
ENTP,4330,001,,5,2,1,6,4,,,2,,,,,2,"Wright, Robert G",,,,,
ACCT,6353,501,,4,2,2,4,2,1,5,,,,,,2,"Gamino, John P",,,,,
EPPS,6313,502,,7,4,7,2,1,,,,,,,,2,"Palao Mendizabal, Agustin","Islam, Iftekhairul",,,,
ED,4358,0W1,3,6,1,1,2,1,3,,,,1,,3,2,"Root, Alexey",,,,,
IMS,6310,501,,3,5,8,4,,1,,,,,,,2,"Lee, Seunghyun","Lee, Minjung",,,,
MATH,1326,006,1,2,2,4,1,4,3,,1,2,,,1,2,"Mussa, Derege",,,,,
PSCI,4396,501,1,2,4,1,5,1,2,3,2,,,,,2,"Saucedo De La Fuente, David",,,,,
COMM,1315,5H1,1,3,4,3,1,3,2,2,,,,1,1,2,"Warren, Jason L",,,,,
AP,3300,501,9,5,2,,4,,,,1,,,,1,2,"Curchack, Fred",,,,,
CHEM,1112,102,1,4,3,5,4,2,,,,1,,1,1,2,"Qin, Yanping","Ball, Darby J",,,,
BIS,3320,004,2,9,6,2,,2,,,,,,2,,2,"Hudson, Jennifer M",,,,,
BIOL,3312,001,7,1,4,2,2,1,1,,2,1,,,2,2,"Morcos Gonzalez, Alonso","Jiang, Xianli",,,,
RHET,1302,027,1,7,6,3,1,1,1,1,,,1,,1,2,"Crawford, Rachel",,,,,
CE,2310,501,6,4,2,,4,1,,1,,,1,1,3,2,"Dodge, Nathan B",,,,,
FIN,3305,001,,10,,,3,,,6,,,5,,,2,"Guttery, Randall","Zhao, Yabo",,,,
BIOL,3456,304,,5,4,3,2,,3,4,2,,,1,,2,"Wilson, Michelle","Yu, Wen H","Sivakolundu, Dinesh Keran",,,
ARHM,1100,302,7,9,,1,1,,,,1,,1,1,3,2,"Gray, Megan L",,,,,
COMM,1315,0H2,15,4,1,,,1,,1,3,,,,,2,"Saenz, Michael A",,,,,
CHEM,1111,121,5,7,4,2,1,,1,1,,,,1,3,2,"Zhang, Naifu",,,,,
CS,4398,001,5,2,1,2,4,1,1,3,1,,4,,1,2,"Gupta, Neeraj K","Zhang, Shuai",,,,
ATCM,3308,001,,2,1,6,4,,1,,3,1,,,7,2,"Johnson, Casey A",,,,,
COMM,1315,0H1,15,6,,1,1,,1,,,1,,,1,2,"Saenz, Michael A",,,,,
ATCM,3368,001,3,3,3,3,3,3,,1,1,,2,,4,2,"Koknar, Cenk",,,,,
GEOG,3377,501,3,7,3,7,5,,1,,,,,,,2,"Vakulenko, Irina","Chen, Meifang",,,,
PHYS,2125,120,4,13,3,2,2,,,,2,,,,,2,"Sun, Kuei","Zheng, Peng Peng",,,,
BIOL,3388,001,4,6,7,3,3,2,,1,,,,,,2,"Rippel, Scott A",,,,,
ATCM,3307,001,,1,1,8,3,4,3,1,1,2,1,1,1,2,"McCord, Peter A",,,,,
ATCM,3350,003,1,23,1,,,,,,,,,,2,2,"Terry, Dean",,,,,
ATCM,3307,002,,,9,7,4,2,2,2,,,,,1,2,"McCord, Peter A",,,,,
CHEM,1112,101,4,9,2,4,2,1,2,1,,,,1,1,2,"Qin, Yanping","Ball, Darby J",,,,
PHYS,2125,105,3,18,3,2,,,,,1,,,,,2,"Sun, Kuei","Rahmanian Koshkaki, Saeed",,,,
PHYS,2125,114,2,22,1,,,1,1,,,,,,,2,"Sun, Kuei","Javed, Umar",,,,
ITSS,4370,002,1,2,3,3,6,6,4,1,1,,,,,2,"Hefley, William E","Dandra, Pravin Basanna",,,,
BIOL,3455,304,2,2,5,3,3,3,3,2,4,,,,,2,"Ramirez, Ruben D",,,,,
LIT,3300,001,,3,2,5,3,,2,4,4,1,2,,1,2,"Cotter, Sean J",,,,,
BIS,3320,002,,6,2,3,6,,5,1,1,,2,,2,2,"Wissinger, Tonja",,,,,
CHEM,1111,105,13,7,3,,2,,1,,,1,,,1,2,"Dissanayake, Dushanthi S","Mills, Kira R",,,,
CHEM,1111,141,9,13,3,2,1,,,,,,,,,2,"Abeykoon, Nimali C","Ma, Ziyuan",,,,
CHEM,1112,104,7,14,1,1,,,,2,,,1,,2,2,"Hashami, Zohreh","Malekpour, Soheil",,,,
CHEM,2123,112,13,14,1,,,,,,,,,,,2,"Panapitiya, Nimanka P","Wang, Hanghang",,,,
PHYS,2125,113,3,18,4,1,2,,,,,,,,,2,"Sun, Kuei","Feizi, Wirya",,,,
CHEM,2123,603,18,8,,2,,,,,,,,,,2,"Cortes, Sergio J","Gunawardhana, Kahawatte Gedara",,,,
PHYS,2126,124,4,13,6,4,,,,1,,,,,,2,"Sun, Kuei","Bukowski, Aaron",,,,
ATCM,3305,002,,9,11,,4,,,1,1,,1,,1,2,"Hall, Phillip",,,,,
ATCM,3372,001,8,7,4,1,,1,,1,1,,1,,4,2,"Fitzgerald, Harold E",,,,,
CHEM,1111,144,7,15,1,,2,,2,,,,,,1,2,"Dissanayake, Dushanthi S","Lumata, Jenica",,,,
PHYS,2126,104,10,8,2,4,1,1,,,,,,1,1,2,"Sun, Kuei","Kramer, Aaron A",,,,
BIOL,3455,802,1,3,3,4,4,1,6,1,2,2,1,1,,2,"Ramirez, Ruben D",,,,,
ACCT,6386,001,,9,13,5,2,,,,,,,,,2,"Mauriello, Joseph A","Wong, Angie M","Braughton, Caleb M",,,
BIOL,3455,302,3,6,7,4,2,3,,1,2,,1,,,2,"Maitra, Meenakshi","Ramirez, Ruben D",,,,
HIST,3386,501,4,8,,1,12,,1,3,,,,,,2,"Bocchine, Kristin",,,,,
ENTP,3301,003,,9,,,15,,,6,,,,,,2,"Pedigo, Madison F",,,,,
BIOL,3455,306,3,,2,4,3,5,4,2,2,1,1,2,1,2,"Maitra, Meenakshi","Ramirez, Ruben D",,,,
MATH,2415,001,2,5,1,1,5,4,2,1,2,1,1,,5,2,"Makhijani, Neha",,,,,
BUAN,6356,501,,13,8,2,7,,,,,,,,,2,"Parker, Jason A","Bodh, Malvika",,,,
BLAW,2301,HON,,7,4,3,5,3,3,2,,1,1,1,,2,"Polze, Matthew M","Sarman, Patrick R",,,,
OPRE,6302,0W1,,10,12,6,2,,,,,,,,,2,"Dawande, Milind","Feng, Zhichao",,,,
BIOL,5460,001,,2,3,14,10,,,2,,,,,,2,"Xuan, Zhenyu","Zhang, Michael","Song, Ming",,,
ACCT,6384,SS1,,29,,,3,,,,,,,,,2,"Kromer, Jeffrey",,,,,
BCOM,3310,007,,8,14,7,,1,1,1,,,,,,2,"Moore, Sarah E","Tanabe, Takuma",,,,
EEPE,6354,001,,23,2,4,1,2,,,,,,,,2,"Akin, Bilal","Vankayalapati, Bhanu Teja","Xu, Chi",,,
BA,1100,003,13,5,3,,2,2,1,1,1,,1,,3,2,"Hinze, Whitney P",,,,,
PSY,3392,501,2,2,2,1,1,5,1,8,3,3,3,1,1,2,"Raman, Rachna","Zhu, Yiyi",,,,
BCOM,3310,501,2,7,7,5,3,5,,3,,,,,1,2,"Ahlberg, Mehrzad",,,,,
CS,3377,002,4,5,4,2,3,3,4,3,1,,1,,3,2,"Brandenburg, Jonathan C","Ayhan, Sadi",,,,
CS,3345,001,2,3,4,10,9,1,,1,1,,,,2,2,"Chida, Anjum","Ozdayi, Mustafa S",,,,
PHIL,3322,501,8,6,7,2,4,3,1,,1,,,,1,2,"Amato, Lawrence A",,,,,
ECON,2301,502,,7,7,9,2,6,1,1,,,,,,2,"Chen, Zhengyang",,,,,
PHYS,3380,001,3,3,1,6,4,2,5,1,5,,1,1,1,2,"Anderson, Phillip C",,,,,
ACCT,6333,SS1,,17,,,10,,,6,,,,,,2,"Zolton, Kathy",,,,,
ENGR,3300,007,1,7,,1,7,,1,6,3,,6,,2,2,"Lee, Jung S","Gandluru, Veerabharathchandrareddy",,,,
PSY,3339,001,,9,2,4,3,4,2,2,2,2,1,,3,2,"Huxtable-Jester, Karen J",,,,,
MATH,1326,003,7,3,3,,1,5,1,3,,1,1,,9,2,"Anderson, Bill",,,,,
