Subject,"Catalog Nbr",Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,I,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
MIS,6356,001,,2,2,1,4,,1,,,,,,1,,,,,0,"Parker, Jason A","Nallapati, Yashwanth",,,,
MIS,6356,004,,7,2,3,,,,,,,,,,,,,,0,"Zhang, Zhe","Emmanuel, Aditya",,,,
MIS,6356,504,,1,2,4,3,2,1,,,,,,,,,,,0,"Pandian, Thiru","Bhardwaj, Ashna",,,,
MIS,6360,001,,27,14,12,7,3,2,,,,,,,,,,,0,"Thouin, Mark","Manvatkar, Anisha A",,,,
MIS,6360,002,,19,13,13,12,2,2,3,,,,,1,,,,,0,"Thouin, Mark","Manvatkar, Anisha A",,,,
MIS,6360,0W1,,20,11,10,5,2,,1,,,,,,,,,,0,"Thouin, Mark","Manvatkar, Anisha A",,,,
MIS,6363,002,,34,20,5,,,,,,,,,1,,,,,0,"Song, Liugen",,,,,
MIS,6363,003,,34,11,10,4,,,,,,,,,,,,,0,"Elkhodari, Gasan","Ramanujam, Srivats Srinivasan",,,,
MIS,6363,004,,27,11,7,2,,,,,,,,,,,,,0,"Elkhodari, Gasan","Ramanujam, Srivats Srinivasan",,,,
MIS,6363,S01,,12,15,2,2,,,,,,,,,,,,,1,"Raheem, Abdul",,,,,
MIS,6368,001,,5,6,3,1,1,,,,,,,,,,,,0,"Koonjbearry, Rajin K","Nayak, Keertan Vinod",,,,
MIS,6369,0W1,,9,2,2,2,2,,1,,,,,1,,,,,0,"Subramoniam, Ramesh","Raveena, FNU",,,,
MIS,6369,501,,,3,1,3,2,,2,,,,,,,,,,0,"Subramoniam, Ramesh","Raveena, FNU",,,,
MIS,6371,001,,5,5,2,2,1,,,,,,,,,,,,0,"Islam, Naser","Mumbaikar, Tushar M",,,,
MIS,6373,501,,23,30,4,2,2,,,,,,,,,,,,1,"Ginevich, Rostislav","Bhardwaj, Ashna",,,,
MIS,6374,001,,2,4,4,1,,,,,,,,,,,,,0,"Shrivastava, Prakash C","Naikwade, Durgeshwari P",,,,
MIS,6375,0W1,,2,,1,3,1,,2,,,,,3,,,,,1,"Bochsler, Daniel C",,,,,
MIS,6378,001,,53,,,9,,,,,,,,,,,,,0,"Bose, Ranavir","Pal, Vikas",,,,
MIS,6380,001,,13,10,12,5,4,,2,,,,,1,,,,,0,"Bradbury, Judd D","Jayashankar, Rekha",,,,
MIS,6380,002,,18,12,16,8,,4,,,,,,1,,,,,1,"Islam, Naser","Pagidi, Shreya Reddy",,,,
MIS,6380,0W1,,3,10,13,9,1,5,3,,,,,3,,,,,0,"Bradbury, Judd D","Jayashankar, Rekha",,,,
MIS,6380,501,,18,11,20,3,2,,,,,,,,,,,,0,"Islam, Naser","Pagidi, Shreya Reddy",,,,
MIS,6380,SW1,,3,,3,3,,,1,,,,,,,,,,0,"Bradbury, Judd D","Jayashankar, Rekha",,,,
MIS,6382,001,,13,9,13,4,8,6,6,,,,,2,,,,,0,"Mookerjee, Radha","Putta, Bhanu Prakash Reddy",,,,
MIS,6382,002,,18,12,10,7,7,4,6,,,,,,,,,,2,"Mookerjee, Radha","Putta, Bhanu Prakash Reddy",,,,
MIS,6382,003,,20,14,8,10,,3,2,,,,,1,,,,,0,"Koonjbearry, Rajin K","Gummadam, Puneeth",,,,
MIS,6382,0W1,,9,17,8,6,3,3,,,,,,1,,,,,2,"Mookerjee, Radha","Putta, Bhanu Prakash Reddy",,,,
MIS,6382,501,,7,8,9,2,5,9,2,,,,,2,,,,,0,"Neouchi, Rabih","Gummadam, Puneeth",,,,
MIS,6382,502,,8,8,7,8,3,1,2,,,,,4,,,,,0,"Neouchi, Rabih","Gummadam, Puneeth",,,,
MIS,6382,503,,49,6,5,2,,2,,,,,,,,,,,1,"Maru, Vatsal K","Padhiar, Meet Vinod",,,,
MIS,6384,001,,4,12,8,5,5,,,,,,,,,,,,0,"Shroff, Tejas N","Bhardwaj, Ashna",,,,
MIS,6385,001,,5,1,2,2,1,3,2,,,,,,,,,,0,"Shekhar, Gaurav","Khairari, Anshul",,,,
MIS,6389,001,,13,11,7,13,6,7,1,,,,,,,,,,2,"Calisir, Engin","Khambammettu, Prudhvi",,,,
MIS,6389,002,,36,8,6,3,1,,,,,,,1,,,,,1,"Calisir, Engin","Khambammettu, Prudhvi",,,,
MIS,6392,501,,3,10,1,,,,,,,,,,,,,,0,"Koju, Vijay","Jain, Ria V",,,,
MIS,6393,001,,22,21,12,,,,,,,,,,,,,,0,"Lowe, Florence","Singh Thakur, Sonu",,,,
MIS,6393,002,,6,22,17,2,1,,,,,,,,,,,,0,"Lowe, Florence","Singh Thakur, Sonu",,,,
MIS,6396,501,,8,7,4,5,4,1,2,,,,,1,,,,,0,"Hefley, William E","Singh Thakur, Sonu",,,,
MIS,6V99,501,,3,5,2,,,,1,,,,,,,,,,0,"Short, Kevin P","Padhiar, Meet Vinod",,,,
MKT,3300,001,9,20,20,5,1,1,,,,,,,,,,,,0,"Egeland, Rita E",,,,,
MKT,3300,002,5,7,12,14,6,5,5,1,,1,,,2,,,,,1,"Corbin, Sonja C",,,,,
MKT,3300,003,12,14,9,13,10,3,2,,,,,,,,,,,0,"Jameei Osgouei, Ata",,,,,
MKT,3300,004,19,18,7,9,7,,,,,,,,,,,,,0,"Roshangarzadeh, Reza",,,,,
MKT,3300,005,19,11,10,10,4,3,1,,2,,,,,,,,,0,"Jameei Osgouei, Ata",,,,,
MKT,3300,006,,11,8,9,13,7,2,8,1,,1,,,,,,,0,"Wu, Fang","Althobaiti, Zahrah A",,,,
MKT,3300,007,3,13,3,10,5,12,3,4,1,2,,1,1,,,,,1,"Mamadehussene, Samir","Rai, Rahul",,,,
MKT,3300,008,5,19,9,9,4,5,3,1,2,,,,3,,,,,0,"Mamadehussene, Samir","Lingampally, Sonalika Reddy",,,,
MKT,3300,009,4,11,13,4,8,10,1,2,2,,3,,1,,,,,0,"Haseman, Charles",,,,,
MKT,3300,010,3,11,6,7,4,11,2,1,,1,,,2,,,,,0,"Mamadehussene, Samir","Saremi, Ehsan",,,,
MKT,3300,011,,19,9,5,7,3,1,,,,2,,1,,,,,1,"Pacyna, Sandra",,,,,
MKT,3300,012,5,17,13,11,8,3,,,,,,,1,,,,,2,"Alavi, Seyyedeh Soogand",,,,,
MKT,3300,013,1,13,17,14,4,6,,2,2,,,,1,,,,,0,"Meda, Edward","Lu, Renjie",,,,
MKT,3300,0E1,3,8,13,1,3,3,4,,1,1,,,1,,,,,1,"Meda, Edward","Lu, Renjie",,,,
MKT,3300,0W1,,12,11,8,15,5,2,,,1,,,,,,,,0,"Pahwa, Parneet","Park, Yeowoon","Wang, Lingbo",,,
MKT,3300,0W2,,13,8,6,13,4,3,4,,,,,2,,,,,2,"Wu, Fang","Althobaiti, Zahrah A",,,,
MKT,3300,0W3,,2,3,3,13,8,8,9,1,2,,,,,,,,0,"Wu, Fang","Lingampally, Sonalika Reddy",,,,
MKT,3300,501,,5,3,12,15,4,8,5,,1,1,,3,,,,1,1,"Rajaratnam, Daniel",,,,,
MKT,3320,001,,16,17,8,9,,2,1,,2,,,2,,,,,1,"Wu, Fang","Lingampally, Sonalika Reddy",,,,
MKT,3330,001,6,6,9,,2,5,1,1,2,,,,,,,,,3,"Amirpour, Semiramis",,,,,
MKT,3330,002,3,7,6,2,4,3,,2,,1,,2,,,,,,4,"Wixom, Jackson S",,,,,
MKT,3330,003,3,10,7,4,3,1,,,3,1,,,2,,,,1,0,"Amirpour, Semiramis",,,,,
MKT,3330,004,4,8,6,2,2,3,,1,2,,,,6,,,,,0,"Amirpour, Semiramis",,,,,
MKT,3330,005,1,11,9,5,3,3,,,1,,,,1,,,,1,0,"Reese, Steven",,,,,
MKT,3330,006,5,11,5,1,5,3,,,,,,1,2,,,,,1,"Amirpour, Semiramis",,,,,
MKT,3340,001,,10,4,11,11,2,6,2,,,,,,,,,,1,"Rajaratnam, Daniel",,,,,
MKT,3340,501,5,20,22,7,6,2,,,,,,,1,,,,,0,"Hudelot, Loretta F",,,,,
MKT,4320,501,,,3,7,3,,,,,,,,,,,,,0,"Lee, Seunghyun","Shen, Jia",,,,
MKT,4330,001,,9,11,5,15,2,4,5,1,,,,,,,,,1,"Pacyna, Sandra",,,,,
MKT,4330,0W1,4,6,7,5,1,6,7,2,3,1,,,,,,,,1,"Edsel, Alexander D",,,,,
MKT,4330,0W2,1,6,6,4,8,2,6,1,3,,,6,2,,,,,2,"Edsel, Alexander D",,,,,
MKT,4331,001,6,12,,3,6,,,4,,,1,1,1,,,,,3,"Dover, Howard F",,,,,
MKT,4332,001,2,15,,,1,,,1,1,,,,,,,,,0,"Dover, Howard F",,,,,
MKT,4334,001,,19,19,13,7,1,,,,,,,,,,,1,0,"Pahwa, Parneet","Park, Yeowoon",,,,
MKT,4335,001,1,4,1,2,3,2,,2,1,,1,,,,,,,0,"Haseman, Charles","Althobaiti, Zahrah A",,,,
MKT,4336,501,2,5,6,2,6,1,1,4,1,,,,,,,,,0,"Haseman, Charles","Brundege, William C",,,,
MKT,4337,001,,9,6,4,1,1,,,,,,,,,,,,0,"Subramanian, Thyagarajan",,,,,
MKT,4338,501,,24,,,13,,,2,,,1,,,,,,,0,"Dickinson, Keith",,,,,
MKT,4339,501,,9,11,8,1,,,1,1,,,,,,,,,0,"Farquharson, Neil",,,,,
MKT,4340,001,,4,25,5,1,2,,,,,,,,,,,,2,"Bigham, Ernest P",,,,,
MKT,4350,001,2,5,7,4,13,7,,4,2,,,,2,,,,,1,"Biswas, Abhijit","Brahmbhatt, Kruti Nitin","Rathore, Jayesh",,,
MKT,4360,002,16,20,18,9,4,5,2,,1,,,,,,,,,0,"Haworth, Julie B","Ganesan, Shreya",,,,
MKT,4360,501,4,59,27,9,6,3,1,,,,,,,,,,,0,"Haworth, Julie B","Ganesan, Shreya",,,,
MKT,4360,502,2,10,26,11,8,5,,,,,,,,,,,,1,"Farquharson, Neil",,,,,
MKT,4395,002,,18,23,5,2,1,,,,,,,,,,,,0,"Egeland, Rita E",,,,,
MKT,6301,001,,21,2,10,12,2,3,4,,,,,2,,,,,0,"Rajaratnam, Daniel",,,,,
MKT,6301,0W1,,6,12,8,11,5,2,2,,,,,1,,,,1,0,"Biswas, Abhijit","Brahmbhatt, Kruti Nitin",,,,
MKT,6301,0W2,,13,9,4,10,5,4,2,,,,,1,,,,,1,"Biswas, Abhijit","Brahmbhatt, Kruti Nitin",,,,
MKT,6301,0W3,,15,4,5,14,5,3,1,,,,,,,,,,1,"Pahwa, Parneet","Park, Yeowoon","Wang, Lingbo",,,
MKT,6301,0W4,,10,1,4,6,1,,2,,,,,4,,,,,1,"Rajaratnam, Daniel",,,,,
MKT,6301,0W5,,15,6,7,15,3,,2,,,,,,,,,,0,"Pahwa, Parneet","Park, Yeowoon","Wang, Lingbo",,,
MKT,6301,501,,11,2,12,10,1,4,5,,,,,1,,,,,1,"Rajaratnam, Daniel",,,,,
MKT,6301,MBC,,13,12,11,4,1,,2,,,,,1,,,,,0,"Biswas, Abhijit","Rathore, Jayesh","Brahmbhatt, Kruti Nitin",,,
MKT,6309,501,,19,4,11,7,2,4,1,,,,,,,,,,0,"Rajaratnam, Daniel",,,,,
MKT,6310,001,,5,7,4,7,7,1,1,,,,,,,,,,1,"Biswas, Abhijit",,,,,
MKT,6310,0W1,,7,7,14,9,7,3,,,,,,,,,,2,1,"Biswas, Abhijit","Brahmbhatt, Kruti Nitin",,,,
MKT,6321,0W1,,15,6,7,20,1,,1,,,,,,,,,,0,"Edsel, Alexander D",,,,,
MKT,6330,0W1,,5,10,15,10,2,5,,,,,,1,,,,,0,"Biswas, Abhijit","Brahmbhatt, Kruti Nitin",,,,
MKT,6337,001,,8,10,6,6,,,,,,,,,,,,,0,"Kim, Tongil","Kim, Seung Mok",,,,
MKT,6337,0W1,,5,5,2,3,4,1,1,,,,,,,,,,0,"Subramanian, Upender","Madan, Anmol","Saremi, Ehsan",,,
MKT,6337,501,,15,4,8,2,,,,,,,,,,,,,0,"Kim, Tongil","Kim, Seung Mok",,,,
MKT,6350,501,,11,11,3,1,,,,,,,,,,,,,3,"Rao, Ram C","Wang, Lingbo",,,,
MKT,6352,001,,25,8,10,11,3,,1,,,,,,,,,,0,"Tirone, Guido",,,,,
MKT,6352,0W1,,28,5,7,3,2,,3,,,,,,,,,,1,"Tirone, Guido",,,,,
MKT,6373,501,,8,,1,3,1,1,1,,,,,1,,,,,1,"Smashnov, Uri","Payyavula, Pavani Krishna",,,,
MKT,6374,5H1,,29,5,4,,,,,,,,,,,,,,1,"Edsel, Alexander D",,,,,
MKT,6380,501,,12,15,,,2,,,,,,,,,,,,0,"Nichols, Paul M",,,,,
MKT,6384,501,,7,1,2,,2,,1,,,,,,,,,,0,"Tirone, Guido",,,,,
MSEN,3310,001,,4,5,,,1,,,,,,,,,,,,0,"Auciello, Orlando H",,,,,
MSEN,5310,001,,2,3,5,4,2,,,,,,,,,,,,0,"Toher, Cormac","Oliyai, Sam",,,,
MSEN,6319,001,,3,,4,3,3,1,2,,,,,1,,,,,0,"Fischetti, Massimo V",,,,,
MSEN,6381,001,,4,3,4,1,1,,,,,,,,,,,,0,"Cho, Kyeongjae","Bergschneider, Matthew E",,,,
MUSI,1306,001,119,13,10,2,3,,,1,1,,,,1,,,,,0,"Jones, Eric","Parsoneault, Catherine",,,,
MUSI,1306,002,29,6,1,2,,2,2,2,4,1,,,,,,,,0,"Rushing, Katrina",,,,,
MUSI,1306,0H1,15,10,1,8,4,3,,1,2,1,,,3,,,,,1,"Salisbury, Linda J",,,,,
MUSI,1306,0H2,16,14,,6,3,3,1,,1,,,,4,,,,,1,"Salisbury, Linda J",,,,,
MUSI,1306,501,,36,2,2,2,,2,,,1,1,,2,,,,,1,"Lapinski, Robert M",,,,,
MUSI,2113,501,4,14,,,,,,,,,,,,,,,,0,"Gerard, Lori A",,,,,
MUSI,2127,001,,32,4,,1,,,,,,,,,,,,,4,"Palant, Jonathan",,,,,
MUSI,2315,001,10,1,4,,1,2,,,,,,,,,,,,1,"Corder, Vanessa",,,,,
MUSI,2315,002,14,2,1,1,1,,,,,,,,,,,,,0,"Wilder, James E",,,,,
MUSI,2315,501,6,3,3,,,,1,1,,,,,3,,,,,2,"Corder, Vanessa",,,,,
MUSI,2317,001,8,2,2,,1,,,,,,,,2,,,,,1,"Arutyunyan, Artem",,,,,
MUSI,2317,002,15,,,,,,,,,,,,,,,,,1,"Oh, Domi",,,,,
MUSI,2317,003,14,,1,,,,,,,,,,,,,,,0,"Arutyunyan, Artem",,,,,
MUSI,2319,001,,10,,,2,2,,,,,,,,,,,,1,"Durbin, Kelly",,,,,
MUSI,2319,002,,9,2,1,,1,,,,,,,1,,,,,1,"Durbin, Kelly",,,,,
MUSI,2321,001,34,3,4,3,1,1,1,,,,1,,1,,,,,0,"Jones, Eric","Parsoneault, Catherine",,,,
MUSI,2322,001,4,15,,2,,,1,1,,1,,,4,,,,1,1,"Gerard, Lori A",,,,,
MUSI,2322,0W1,9,5,,4,6,,1,1,,,2,,1,,,,,0,"Bennett, Rodger",,,,,
MUSI,2325,001,,11,,,1,,,,,,,,,,,,,0,"Riemer Bueckert, Nili",,,,,
MUSI,2325,002,,17,2,,,,,,,,,,,,,,,0,"Riemer Bueckert, Nili",,,,,
MUSI,2328,001,2,3,1,1,,1,1,,,,,,1,,,,,3,"Rushing, Katrina",,,,,
MUSI,2328,002,8,3,3,,2,4,,,,,,,2,,,,,1,"Rushing, Katrina",,,,,
MUSI,3112,001,,13,,,,,,,,,,,,,,,,0,"Rodriguez, Robert X",,,,,
MUSI,3118,501,,48,,,,,,,,,,,,,,,,0,"Ming, Adron",,,,,
MUSI,3120,501,,30,,,,,,,,,,,,,,,,0,"Lapinski, Robert M",,,,,
MUSI,3122,001,,19,,,,,,,,,,,,,,,,0,"Salisbury, Linda J",,,,,
MUSI,3186,001,1,9,,,,,,,,,,,1,,,,,2,"Durbin, Kelly",,,,,
MUSI,3322,002,,8,5,1,,,1,,,,,,,,,,,2,"Madriguera, Enric F",,,,,
MUSI,3324,001,5,3,1,2,3,1,1,,1,1,,,,,,,,0,"Durbin, Kelly",,,,,
MUSI,3327,001,,6,,,3,,,1,,,,,1,,,,,1,"Evans, Kathryn C",,,,,
MUSI,3342,0W1,3,5,,,6,,1,2,,,1,,,,,,,1,"Bennett, Rodger",,,,,
MUSI,3388,001,13,1,,,,,,,,,,,,,,,,1,"Oh, Domi",,,,,
MUSI,4185,001,,31,,,,,,,,,,,,,,,,1,"Palant, Jonathan",,,,,
NATS,1101,001,21,10,,,,1,,,,,,,1,,,,,0,"Zmiro, Dijana",,,,,
NATS,1101,002,31,3,,,2,,,2,,,,,,,,,,0,"Zmiro, Dijana",,,,,
NATS,1101,003,1,3,7,1,2,3,2,1,1,,1,,,,,,,0,"Treter, Donald R",,,,,
NATS,1101,004,4,,13,6,2,5,2,1,,,1,,2,,,,,0,"Treter, Donald R",,,,,
NATS,1101,005,2,2,8,9,9,3,2,1,,1,2,,1,,,,,0,"Treter, Donald R",,,,,
NATS,1101,007,10,5,5,,1,1,,,,,,1,1,,,,,0,"Polio, Jose J",,,,,
NATS,1101,008,18,5,4,1,3,3,1,,,2,,1,1,,,,,1,"Polio, Jose J",,,,,
NATS,1101,009,19,7,1,4,1,2,,,,,1,,5,,,,,0,"Kenney, Erica",,,,,
NATS,1101,010,22,5,3,4,2,3,,1,,,,,,,,,,0,"Kenney, Erica",,,,,
NATS,1101,011,15,12,,1,6,,3,1,1,,,,,,,,,0,"Elgin, Linda",,,,,
NATS,1101,012,14,17,,1,2,,,,,,,,,,,,,1,"Elgin, Linda",,,,,
NATS,1101,013,5,9,,5,12,,,4,,1,1,,3,,,,,0,"Meedel, Jennifer",,,,,
NATS,1101,014,18,12,,2,1,1,1,2,,1,,,2,,,,,0,"Meedel, Jennifer",,,,,
NATS,1101,015,9,9,3,1,6,1,2,1,2,1,,,2,,,,,1,"Permenter, Meredith L",,,,,
NATS,1101,016,18,7,5,,2,3,1,,2,,1,,1,,,,,0,"Permenter, Meredith L",,,,,
NATS,1311,001,7,17,7,6,13,11,5,4,2,,4,,1,,1,,,2,"Hairston, Marc R","Sharon Felix, .",,,,
NATS,2333,HN1,13,8,,,,,,,,,,,1,,,,1,0,"Taylor, Stephanie M","Reyes, Jasper Q",,,,
NATS,3341,001,18,1,,,1,,1,,,,,,,,,,,1,"Dorsey, Floyd Z",,,,,
NATS,3341,002,12,4,,2,2,1,,,1,,,,3,,,,,0,"Dorsey, Floyd Z",,,,,
NATS,3343,001,,4,7,2,1,,,,,,,,,,,,,0,"York, Megan",,,,,
NATS,3343,002,,7,3,,,,,,,,,,,,,,,0,"Gregory, Denise",,,,,
NATS,4341,001,,4,7,1,3,1,,,,,,,,,,,,0,"York, Megan","Donaldson, Katherine E",,,,
NATS,4341,002,,4,2,1,1,1,,,,,,,1,,,,,0,"York, Megan","Donaldson, Katherine E",,,,
NATS,4390,001,1,3,2,2,2,,,,,,,,,,,,1,1,"Taylor, Stephanie M","Hajeri, Vinita","Reyes, Jasper Q","Saleh, Mohammad S",,
NSC,3344,001,1,7,,2,5,,3,3,,,1,,3,,,,,1,"Gabbert, Gretchen J","Camacho, Natalia S",,,,
NSC,3361,001,17,33,24,21,24,15,29,33,39,,36,,16,,,,1,10,"Miller, Van S","Khowash, Oly",,,,
NSC,3361,002,4,7,3,5,11,5,6,8,9,,3,,7,,,,1,3,"Taylor, Anna M","Pham, Hoai Phuong T",,,,
NSC,3361,003,5,14,12,6,10,7,9,7,3,4,5,2,7,,,,,5,"Sultana, Rukhsana","Cochran, Aaron W",,,,
NSC,3361,004,41,36,9,6,2,,1,1,,,,,,,,,,0,"Zwierzchowski, Amy N",,,,,
NSC,3361,005,,4,7,4,3,2,4,,1,,,,1,,,,,2,"McWilliams, Steven P",,,,,
NSC,3361,006,14,5,3,1,2,1,,1,3,,,1,4,,,,,6,"Kim, Diana P",,,,,
NSC,3361,HN1,6,17,1,2,1,,,,,,,,,,,,,0,"LaDow, Eva S",,,,,
NSC,3361,HN2,7,15,2,1,,2,,,,,,,,,,,,0,"LaDow, Eva S",,,,,
NSC,3370,001,,10,,,,,,,,,,,,,,,2,0,"Taylor, Anna M","Mendez, Skylar A",,,,
NSC,4350,001,4,7,5,2,2,,,1,1,,2,,,,,,,0,"Miller, Van S",,,,,
NSC,4351,001,21,1,1,,,,,,,,,,,,,,,1,"Miller, Van S",,,,,
NSC,4352,001,5,12,10,6,5,2,3,2,1,,1,,,,,,,0,"McWilliams, Steven P","Rodriguez, Sierra R",,,,
NSC,4352,002,,12,9,2,4,5,1,2,2,1,1,,1,,,,,1,"Raboune, Siham",,,,,
NSC,4352,HN1,7,14,5,,,,,,,,,,,,,,1,0,"LaDow, Eva S",,,,,
NSC,4353,101,3,3,2,2,,1,1,1,,,,,,,,,,1,"McWilliams, Steven P","Vu, Lily T",,,,
NSC,4353,102,2,7,5,1,,,,,,,,,,,,,,0,"Raboune, Siham","Jauregui, Candy",,,,
NSC,4353,103,6,2,2,,2,2,,1,,,,,,,,,,0,"Raboune, Siham","Phillips, Chris D",,,,
NSC,4353,104,1,3,2,3,2,1,,1,,,,,,,,,,1,"McWilliams, Steven P","Porras, Abi",,,,
NSC,4353,105,5,2,3,3,,1,,,,,1,,,,,,,0,"Zwierzchowski, Amy N","Ding, Wanqiao",,,,
NSC,4353,106,2,3,6,2,,,1,,,,,,,,,,,0,"Sultana, Rukhsana","West, Reyanne M",,,,
NSC,4353,107,5,6,1,1,,,,,,,,1,,,,,1,0,"Kim, Diana P","Krauth, Melissa",,,,
NSC,4353,108,4,5,2,1,,2,,,,,,,,,,,1,0,"Taylor, Anna M","He, Lucy",,,,
NSC,4354,001,50,4,6,6,4,1,1,6,1,,3,,5,,,,2,3,"Kim, Diana P","Royer, Danielle M",,,,
NSC,4354,002,11,29,20,10,2,7,4,3,1,3,,,1,,,,1,2,"Engineer, Crystal T","Hu, Ya-Yu",,,,
NSC,4356,002,,25,,,9,,,11,,,,,,,,,,2,"Sultana, Rukhsana",,,,,
NSC,4356,501,,32,,,12,,,10,,,3,,,,,,,2,"Thorn, Catherine A","Polivka, Selena R",,,,
NSC,4359,501,,38,,,19,,,2,,,,,,,,,,0,"Rypma, Bart P","Sherard, Glenn H",,,,
NSC,4360,001,,9,,,4,,,3,,,,,,,,,,1,"Shirazi, Vanessa",,,,,
NSC,4362,001,8,8,11,5,1,4,2,3,6,,,2,,,,,,1,"Sultana, Rukhsana",,,,,
NSC,4363,001,,45,,,11,,,3,,,,,,,,,,0,"Dussor, Gregory O","Ezeji, Nwasinachi A",,,,
NSC,4363,002,5,10,7,10,8,2,5,2,1,1,,2,,,,,,0,"Raboune, Siham","Satsangi, Mehak",,,,
NSC,4364,0W1,5,47,,,,,,,,,,,3,,,,,0,"Shareef, Safiullah M",,,,,
NSC,4366,001,,15,,,15,,,3,,,,,,,,,,0,"Solodkin, Ana J",,,,,
NSC,4366,002,10,21,7,8,15,4,3,5,3,,7,,7,,,,1,5,"Taylor, Anna M",,,,,
NSC,4372,0W1,,14,5,4,18,4,4,19,1,4,8,,,,,,,6,"Burton, Michael D","Alexander, Shevon",,,,
NSC,4373,0W1,50,1,2,7,4,3,2,1,2,,,1,,,,,1,5,"Kim, Diana P","Nguyen, Josephine L",,,,
NSC,4382,0W1,51,30,18,4,1,2,1,,,,,,,,,,,1,"Jahangiri, Faisal R","Leung, Carole",,,,
NSC,4V90,001,8,6,4,2,,3,,2,,,1,,1,,,,,3,"Miller, Van S",,,,,
NSC,4V90,0H1,3,6,4,2,1,,,,,,,,,,,,,0,"Jahangiri, Faisal R",,,,,
OB,6152,X01,,19,,,,,,,,,,,,,,,,0,"Foster Brady, Pamela",,,,,
OB,6248,CW1,,21,,,,,,,,,,,,,,,,1,"Hicks, Robert",,,,,
OB,6301,001,,11,7,7,3,6,3,2,,,,,2,,,,,1,"Hasenhuttl, Maria","Lee, Minjung",,,,
OB,6301,0W1,,43,12,7,3,,1,1,,,,,1,,,,,2,"Hasenhuttl, Maria","Teschner, Ryan S",,,,
OB,6301,0W2,,9,11,4,3,5,5,2,,,,,,,,,1,1,"Hasenhuttl, Maria","Lee, Minjung",,,,
OB,6301,501,,3,16,13,10,2,1,3,,,,,,,,,,0,"Hicks, Jeffrey N","Frantz, Zachary A",,,,
OB,6301,CW1,,16,7,2,,,,,,,,,,,,,,0,"Ferrante, Anne M",,,,,
OB,6301,CW2,,31,,,,,,,,,,,,,,,,1,"Ferrante, Anne M",,,,,
OB,6301,GW1,,14,10,3,5,1,,,,,,,,,,,,0,"Hicks, Jeffrey N",,,,,
OB,6301,MBC,,23,15,3,3,,,,,,,,,,,,,0,"Hicks, Jeffrey N","Frantz, Zachary A",,,,
OB,6301,X01,,6,9,,5,,,,,,,,,,,,,0,"Hicks, Jeffrey N",,,,,
OB,6331,501,,33,1,,3,,,1,,,,,,,,,,3,"Hasenhuttl, Maria",,,,,
OB,6332,001,,31,1,2,2,1,,,,,,,,,,,,0,"Ziegler, Laurie","Teschner, Ryan S",,,,
OB,6332,0W1,,21,,2,7,,,,,,,,,,,,,1,"Ziegler, Laurie","Teschner, Ryan S",,,,
OB,6334,CW1,,10,13,4,1,2,,,,,,,1,,,,,0,"Latham, Van M",,,,,
OB,6339,X01,,7,7,5,,,,,,,,,,,,,,0,"Bolton, Gary",,,,,
OB,6348,CW1,,36,,,1,,,,,,,,,,,,,0,"Plaisance Bryan, Suzette T",,,,,
OB,6350,CW1,,8,6,5,1,,,1,,,,,,,,,,1,"Hicks, Robert",,,,,
OB,6369,GW1,,19,,,,,,,,,,,,,,,,0,"Thurgood, Keith L",,,,,
OB,6370,CW1,,9,2,,,,1,,,,,,,,,,,0,"Latham, Van M",,,,,
OB,6372,CW1,,8,2,2,1,,1,,,,,,1,,,,,0,"Latham, Van M",,,,,
OB,6377,CW1,,30,,,1,,,,,,,,1,,,,,0,"Plaisance Bryan, Suzette T",,,,,
OB,6378,CW1,,8,1,,1,,,,,,,,,,,,,0,"Albrecht, Dale J",,,,,
OBHR,3310,001,5,4,8,12,15,8,2,,5,3,,,,,,,,0,"Olsztynska, Agnieszka","Guo, Nan",,,,
OBHR,3310,002,8,7,12,5,7,11,4,5,,,1,1,,,,,,1,"Olsztynska, Agnieszka","Guo, Nan",,,,
OBHR,3310,003,14,8,8,4,2,3,2,2,2,,2,,,,,,,1,"Kautz, Jason D",,,,,
OBHR,3310,004,1,7,14,8,6,8,3,4,4,1,,,,,,,,0,"Olsztynska, Agnieszka","Guo, Nan",,,,
OBHR,3310,501,1,1,13,14,11,10,3,2,2,,2,,1,,,,,0,"Hicks, Jeffrey N","Frantz, Zachary A",,,,
OBHR,3310,502,11,3,4,4,4,5,4,6,1,3,,2,,,,,,1,"Kautz, Jason D",,,,,
OBHR,3310,503,15,10,11,4,1,4,,2,,,,,1,,,,,0,"Kautz, Jason D",,,,,
OBHR,3330,001,4,2,14,14,3,11,4,3,5,,,2,,,,,,0,"Olsztynska, Agnieszka","Pandey, Vishvesh B",,,,
OBHR,3330,002,22,11,15,2,4,4,1,1,1,,1,,2,,,,,0,"Albrecht, Dale J","Jiang, Rui",,,,
OBHR,3330,003,5,14,7,6,12,5,6,1,3,,,1,,,,,,0,"Weekley, Jeff A","Lee, Minjung",,,,
OBHR,3330,004,2,16,29,9,3,5,,,,,,,,,,,,0,"Meda, Edward","Lu, Renjie",,,,
OBHR,3330,005,16,9,16,4,2,2,2,1,3,,1,,2,,,,1,1,"Albrecht, Dale J","Jiang, Rui",,,,
