Subject,"Catalog Nbr",Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,NC,P,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
MIS,6346,002,,39,,,,,,,,,,,,,,,0,"Elkhodari, Gasan","Sharma, Ishan",,,,
MIS,6346,0W1,,17,6,,1,,,,,,,,,,,1,0,"Perez, Jerry","Kulkarni, Aniket S",,,,
MIS,6346,501,,36,,,,,,,,,,,,,,,0,"Elkhodari, Gasan","Sharma, Ishan",,,,
MIS,6349,001,,44,4,2,1,,,,,,,,,,,1,0,"Shekhar, Gaurav",,,,,
MIS,6349,002,,36,4,2,,,,,,,,,,,,,0,"Shekhar, Gaurav",,,,,
MIS,6356,001,,7,3,,2,,,,,,,,,,,1,0,"Zhang, Zhe","Thakare, Anvay",,,,
MIS,6356,502,,5,9,1,2,,,,,,,,,,,11,0,"Chatterjee, Sourav","Daniyal, Muhammad",,,,
MIS,6357,001,,21,2,1,,,,,,,,,,,,,0,"Johnston, Walter L",,,,,
MIS,6360,001,,23,6,6,1,,,,,,,,,,,3,0,"Thouin, Mark","Pereira, Femina Martin",,,,
MIS,6360,0W1,,5,5,6,2,1,,,,,,,,,,3,0,"Thouin, Mark","Pereira, Femina Martin",,,,
MIS,6363,001,,9,8,13,10,1,,,,,,,,,,21,0,"Song, Liugen",,,,,
MIS,6369,501,,4,2,2,1,2,,,,,,,,,,,0,"Subramoniam, Ramesh","Dedhia, Yash K",,,,
MIS,6373,501,,22,6,,,,,,,,,,,,,1,0,"Ginevich, Rostislav",,,,,
MIS,6380,001,,18,17,8,4,,,,,,,,,,,3,0,"Islam, Naser","Bist, Sumit",,,,
MIS,6380,0W1,,7,3,4,1,,,,,,,,,,,5,0,"Bradbury, Judd D","Rathore, Khushboo","Jethwani, Pallavi",,,
MIS,6380,GW1,,6,2,,,4,,,,,,,,,,,1,"Bradbury, Judd D","Jethwani, Pallavi","Rathore, Khushboo",,,
MIS,6382,001,,26,14,8,7,1,1,,,,,,1,,,9,2,"Mookerjee, Radha","Sonmale, Bhushan K",,,,
MIS,6382,0W1,,13,19,1,7,2,,,,,,,3,,,10,3,"Mookerjee, Radha","Sonmale, Bhushan K",,,,
MIS,6384,001,,3,6,4,4,,1,1,,,,,,,,3,0,"Shroff, Tejas N","Chen, Luoying",,,,
MIS,6392,001,,2,1,4,1,,,,,,,,,,,2,0,"Mehra, Amit","Kadam, Shraddha Hemant",,,,
MKT,3300,001,,7,8,9,3,1,2,,,,,,,,,,2,"Bhave, Ashutosh C",,,,,
MKT,3300,002,,11,,11,14,,6,4,1,,,,1,4,,,2,"Rajaratnam, Daniel",,,,,
MKT,3300,004,4,27,12,2,3,1,,1,,,,,,4,1,,1,"Egeland, Rita E",,,,,
MKT,3300,005,1,14,16,10,10,2,1,,,,1,,,,,,0,"Wu, Fang","Lu, Renjie",,,,
MKT,3300,006,4,5,6,5,2,3,1,1,,,,,,,1,,0,"Jameei Osgouei, Ata",,,,,
MKT,3300,007,3,16,5,4,7,3,1,3,3,,,,,9,,,1,"Haseman, Charles",,,,,
MKT,3300,008,4,23,7,9,7,3,,,,,,,,2,,,0,"Elmi, Omid",,,,,
MKT,3300,009,,15,11,6,10,2,,3,,,,,1,8,,,0,"Pacyna, Sandra",,,,,
MKT,3300,010,,10,,8,18,,5,2,,2,1,,,8,,,2,"Rajaratnam, Daniel",,,,,
MKT,3300,011,8,27,14,3,3,,,,1,,,,,,,,0,"Gafford, Jerome M","Meehan, Madelyn",,,,
MKT,3300,012,13,17,6,4,4,1,,,1,,,,,1,,,1,"Kasaian, Keyvan",,,,,
MKT,3300,013,11,23,9,4,2,1,1,,,,,1,1,2,,,1,"Kasaian, Keyvan",,,,,
MKT,3300,014,,4,15,10,15,3,2,2,,,,,2,3,,,0,"Qian, Kun",,,,,
MKT,3300,015,1,10,5,13,12,5,4,1,1,,,,,3,,,0,"Wu, Fang","Lu, Renjie",,,,
MKT,3300,0W1,,37,7,3,4,,,,,,,,,2,,,0,"Pahwa, Parneet","Cermin, Kaycey","Meehan, Madelyn",,,
MKT,3300,0W2,,17,9,11,7,1,2,,,,,1,1,5,,,1,"Wu, Fang","Lu, Renjie",,,,
MKT,3300,0W3,,23,12,5,7,,,1,,,,,,,,,2,"Pahwa, Parneet","Cermin, Kaycey","Meehan, Madelyn",,,
MKT,3320,001,8,17,14,4,3,1,2,1,1,,,,1,5,,,1,"Haworth, Julie B","Lu, Renjie","Cermin, Kaycey",,,
MKT,3330,001,14,10,2,,2,1,,,,1,,,2,,2,,1,"Gafford, Jerome M",,,,,
MKT,3330,002,13,10,1,,2,,,,,1,,,2,3,1,,1,"Gafford, Jerome M",,,,,
MKT,3330,003,3,6,6,2,1,2,,,2,,,,8,3,1,,0,"Amirpour, Semiramis",,,,,
MKT,3330,004,3,8,5,2,3,1,,,2,,1,,2,1,2,,3,"Amirpour, Semiramis",,,,,
MKT,3330,005,19,6,4,,,,1,1,1,,1,,,,,,1,"Gafford, Jerome M",,,,,
MKT,3330,006,4,7,6,1,1,2,,1,,,1,1,1,4,1,,2,"Amirpour, Semiramis",,,,,
MKT,3340,001,,10,2,6,7,2,7,3,,1,,,1,7,1,,0,"Rajaratnam, Daniel",,,,,
MKT,3340,501,,8,2,6,11,2,4,3,,2,,,1,7,1,,2,"Rajaratnam, Daniel",,,,,
MKT,4320,501,,3,2,,3,,1,,1,,,,,1,,,0,"Lee, Seunghyun","Yeo, Yundong",,,,
MKT,4330,001,,11,5,2,13,1,1,3,2,,,,,4,,,0,"Pacyna, Sandra",,,,,
MKT,4330,0W1,3,12,6,3,3,4,1,4,,,,1,,6,,,0,"Edsel, Alexander D",,,,,
MKT,4330,0W2,3,10,7,5,7,2,,1,6,2,,,,3,1,,1,"Edsel, Alexander D",,,,,
MKT,4331,001,2,12,4,1,8,2,1,3,1,,1,,1,4,1,,13,"Dover, Howard F",,,,,
MKT,4332,001,5,7,1,1,3,3,1,,1,,,,,1,1,,4,"Dover, Howard F",,,,,
MKT,4334,001,19,12,5,5,2,1,1,,1,,,2,,,1,,0,"Johnson, Quincy F",,,,,
MKT,4336,501,1,7,2,1,4,2,1,,,,,,,,,,0,"Haseman, Charles",,,,,
MKT,4337,501,3,13,9,5,7,4,3,1,,,,,1,2,,,1,"Farquharson, Neil",,,,,
MKT,4338,501,14,13,,,8,,,3,,,1,,,1,1,,0,"Dickinson, Keith",,,,,
MKT,4339,501,2,4,4,,,2,3,1,1,,,,,1,1,,2,"Farquharson, Neil",,,,,
MKT,4350,001,3,8,5,5,10,5,2,2,,,,,,5,2,,1,"Biswas, Abhijit","Deniskin, Viacheslav",,,,
MKT,4360,001,22,12,9,4,,,,,,,,,,1,,,0,"Haworth, Julie B",,,,,
MKT,4360,501,22,17,5,1,2,1,,2,,,,,,1,,,0,"Haworth, Julie B",,,,,
MKT,4370,001,1,4,5,2,2,3,,,,,,,,,,,0,"Egeland, Rita E",,,,,
MKT,4395,001,12,18,6,7,6,1,,,,,,,,,,,0,"Corbin, Sonja C",,,,,
MKT,6301,001,,18,3,12,10,,,1,,,,,,,,11,1,"Rajaratnam, Daniel",,,,,
MKT,6301,0W1,,17,20,6,4,2,,,,,,,1,,,1,1,"Biswas, Abhijit","Deniskin, Viacheslav",,,,
MKT,6301,0W2,,16,15,6,10,,,1,,,,,1,,,4,0,"Biswas, Abhijit","Deniskin, Viacheslav",,,,
MKT,6301,0W3,,25,,7,9,5,,1,,,,,,,,8,0,"Pahwa, Parneet","Cermin, Kaycey","Meehan, Madelyn",,,
MKT,6301,MBC,,20,17,3,3,1,1,,,,,,,,,12,1,"Biswas, Abhijit","Bagheri Tirtashi, Ali","Deniskin, Viacheslav",,,
MKT,6301,P51,,22,,3,,,,,,,,,1,,,1,0,"Rajaratnam, Daniel",,,,,
MKT,6309,501,,11,5,12,6,,1,1,,,,,,,,2,0,"Rajaratnam, Daniel",,,,,
MKT,6310,001,,4,4,5,10,2,,1,,,,,,,,5,0,"Biswas, Abhijit","Bagheri Tirtashi, Ali",,,,
MKT,6310,0W1,,6,6,7,4,,,,,,,,1,,,2,1,"Biswas, Abhijit","Bagheri Tirtashi, Ali",,,,
MKT,6321,0W1,,18,5,9,13,,,,,,,,,,,3,0,"Edsel, Alexander D",,,,,
MKT,6330,0W1,,3,6,9,4,,,,,,,,,,,6,1,"Biswas, Abhijit","Bagheri Tirtashi, Ali",,,,
MKT,6337,002,,4,1,3,,,,,,,,,,,,3,0,"Kim, Tongil","Alavi, Seyyedeh Soogand","Lim, Taewook",,,
MKT,6341,501,,7,2,3,3,,,,,,,,,,,1,1,"Edsel, Alexander D",,,,,
MKT,6343,501,,12,7,11,1,1,,,,,,,1,,,3,1,"Xie, Ying","Lim, Taewook",,,,
MKT,6350,501,,5,8,6,4,,,,,,,,1,,,,0,"Rao, Ram C","Bagheri Tirtashi, Ali",,,,
MKT,6352,001,,18,4,2,2,1,,,,,,,,,,1,1,"Tirone, Guido",,,,,
MKT,6352,501,,17,3,1,3,,,,,,,,,,,3,0,"Tirone, Guido",,,,,
MKT,6353,501,,12,,4,2,,,,,,,,1,,,1,1,"Kumar, Nanda","Bagheri Tirtashi, Ali",,,,
MSEN,3301,001,4,8,,1,2,,,,,,,,,,,,2,"Quevedo-Lopez, Manuel","Santos Fernandez, Regino",,,,
MSEN,5310,001,,1,1,3,5,2,3,1,,,,,,,,1,0,"Hsu, Julia","Le, Dan N",,,,
MSEN,6319,001,,,,5,5,4,1,1,,,,,,,,1,0,"Wallace, Robert M","Krishnasamy, Ramyapriya",,,,
MSEN,6340,001,,1,1,6,5,1,,,,,,,,,,,0,"Kim, Moon J",,,,,
MUSI,1306,002,41,7,,,2,,,,,,,,2,,,,0,"Jones, Eric",,,,,
MUSI,1306,003,6,26,2,3,3,2,1,1,,,,,2,2,4,,1,"Ming, Adron",,,,,
MUSI,1306,004,27,18,,,1,1,1,1,,,,,2,,1,,1,"Salisbury, Linda J",,,,,
MUSI,1306,005,,10,7,4,4,6,,1,1,,1,2,,9,,,7,"Palant, Jonathan",,,,,
MUSI,1306,006,24,17,,1,1,1,1,,,,,,3,,,,2,"Salisbury, Linda J",,,,,
MUSI,1306,501,37,3,3,2,2,,,1,,,1,,5,,1,,0,"Wilder, James E",,,,,
MUSI,2113,501,4,15,,,,,,,,,,,,,,,0,"Gerard, Lori A",,,,,
MUSI,2127,001,,21,3,1,1,,,,,,,,3,,1,,2,"Palant, Jonathan",,,,,
MUSI,2315,001,,11,,,,,,2,1,,,,,,,,0,"Hodan, Daniel M",,,,,
MUSI,2315,002,12,2,,,1,,,,,1,,,,,,,0,"Wilder, James E",,,,,
MUSI,2317,001,4,10,2,,2,,,,,,,,,,,,0,"Medrick, Mary A",,,,,
MUSI,2317,004,3,6,,1,,1,,1,,,,,1,,1,,1,"Medrick, Mary A",,,,,
MUSI,2319,001,1,11,,,,,,,,,,,2,,,,2,"Durbin, Kelly",,,,,
MUSI,2319,002,2,11,1,1,,,,,,,,,2,,,,1,"Durbin, Kelly",,,,,
MUSI,2321,001,36,6,2,1,,,,,,,,,1,,1,,1,"Jones, Eric",,,,,
MUSI,2322,001,6,2,1,,4,,3,3,,,,,,2,1,,7,"Gerard, Lori A",,,,,
MUSI,2322,002,14,6,,1,2,,1,,,,,,2,1,2,,1,"Bennett, Rodger",,,,,
MUSI,2322,003,,1,,1,3,1,1,,1,,2,,5,2,5,,7,"Gerard, Lori A",,,,,
MUSI,2325,001,,10,,,,,,,,,,,,,,,1,"Riemer Bueckert, Nili",,,,,
MUSI,2325,002,,10,2,1,,,,1,,,,,,,,,0,"Riemer Bueckert, Nili",,,,,
MUSI,2328,001,11,,,2,2,,1,,,,,,1,1,2,,3,"Bennett, Rodger",,,,,
MUSI,2328,002,8,3,,,4,,1,1,,,1,,1,3,,,1,"Bennett, Rodger",,,,,
MUSI,3112,001,,12,,,,,,,,,,,,,,,0,"Rodriguez, Robert X",,,,,
MUSI,3118,501,,30,,,,,,,,,,,,,,,0,"Ming, Adron",,,,,
MUSI,3120,501,,20,,,,,,,,,,,,,,,1,"Hustis, Gregory J",,,,,
MUSI,3122,001,1,9,,,,,,,,,,,,,,,1,"Salisbury, Linda J",,,,,
MUSI,3185,001,,11,,,,,,,,,1,,1,1,,,0,"Palant, Jonathan",,,,,
MUSI,3186,001,6,,2,1,,,,,,,,,,1,,,0,"Durbin, Kelly",,,,,
MUSI,3322,001,6,14,3,1,3,1,,1,,,,,,,,,1,"Evans, Kathryn C",,,,,
MUSI,3324,001,3,8,2,2,,,,1,,,,,,,1,,2,"Durbin, Kelly",,,,,
MUSI,3342,001,5,6,,,1,,,,,,,,,,1,,1,"Mcvay, Michael",,,,,
MUSI,3388,001,1,5,2,,1,,,1,,,,,,,,,1,"Medrick, Mary A",,,,,
NATS,1101,003,20,3,3,3,1,,1,2,,1,1,1,1,3,,,0,"Biewer, Michael C",,,,,
NATS,1101,004,28,4,1,2,,,,1,1,,,,1,1,,,1,"Biewer, Michael C",,,,,
NATS,1101,005,12,9,6,3,3,1,,,,,,,2,1,,,2,"Biewer, Michael C",,,,,
NATS,1101,006,25,6,3,,,1,,,,,,,2,1,,,0,"Biewer, Michael C",,,,,
NATS,1101,008,,29,,,1,1,,,,,,1,1,,1,,2,"Meedel, Jennifer",,,,,
NATS,1101,009,20,11,,,2,,,2,,,,,1,,,,0,"Elgin, Linda",,,,,
NATS,1101,010,23,12,,,,,1,,,,,,,,,,2,"Elgin, Linda",,,,,
NATS,1101,011,26,5,3,1,,,,1,,,,,1,2,,,0,"Treter, Donald R",,,,,
NATS,1101,013,11,3,8,1,,2,,2,,,,,6,5,1,,1,"Treter, Donald R",,,,,
NATS,1101,014,,25,3,1,1,2,1,1,1,1,1,1,,,,,2,"Meedel, Jennifer",,,,,
NATS,1101,016,32,3,2,,1,,,,,1,,,,,,,1,"Hill, Victoria",,,,,
NATS,1101,017,32,2,1,2,1,,,1,,,,,1,,,,0,"Hill, Victoria",,,,,
NATS,1101,019,27,3,,1,3,,,1,,,1,,1,2,,,0,"Biedebach, Jacob",,,,,
NATS,1101,020,29,6,,1,,,,1,,,,,2,1,,,0,"Biedebach, Jacob",,,,,
NATS,1311,001,15,13,13,10,15,5,7,6,3,,,,2,5,1,,3,"Hairston, Marc R","Zheng, Peng Peng","Gossin, Pamela",,,
NATS,2333,HN1,20,3,,,,,,,,,,,,,,,1,"Taylor, Stephanie M","Neeley, Tessa M",,,,
NATS,3341,001,13,6,3,,2,1,,,,,,,2,,1,,1,"Cook, Linda A",,,,,
NATS,3341,002,12,8,2,1,1,3,,,,,,,1,,,,0,"Cook, Linda A",,,,,
NATS,3343,001,6,2,,,,,,,,,,1,,,,,2,"Dorsey, Floyd Z","Gregory, Denise",,,,
NATS,3343,002,5,3,,,,,,,,,,,3,,,,0,"Dorsey, Floyd Z","Gregory, Denise",,,,
NATS,4341,001,2,6,1,1,,1,,,,,,,,,,,0,"Donaldson, Katherine E","York, Megan",,,,
NATS,4341,002,4,3,1,1,1,,,,,,,,,,,,0,"Donaldson, Katherine E","York, Megan",,,,
NATS,4390,001,4,6,,,,,,,,,,,1,,,,0,"Taylor, Stephanie M","Hajeri, Vinita","Neeley, Tessa M",,,
NSC,3344,001,,5,4,5,3,2,2,,,2,,,1,1,2,,0,"Powers, Katharine A","Lucas, Katelyn A",,,,
NSC,3361,001,12,82,40,33,30,21,20,12,5,,2,,5,22,2,,11,"Miller, Van S","Malley, Kaitlyn M","Hudson, Rachael N",,,
NSC,3361,002,46,19,16,4,2,3,1,,1,,2,,1,,,,1,"Sultana, Rukhsana","Mei, Hao-Ruei","Morrison, Robert A",,,
NSC,3361,003,8,9,11,7,13,11,13,5,12,,5,,4,16,3,,12,"Taylor, Anna M","Newel, Jacqueline P",,,,
NSC,3361,004,24,21,23,12,2,4,,2,,,,,,6,1,,1,"Raboune, Siham","Tseng, Ching-Tzu","Hong, Veronica M",,,
NSC,3361,005,3,7,8,4,2,1,3,,,,,,1,1,,,0,"McWilliams, Steven P",,,,,
NSC,3361,006,11,18,4,3,1,1,,,,,,,1,,,,1,"Rodriguez, Christa M",,,,,
NSC,3361,HN1,9,7,2,,1,1,,,,,,,,3,1,,0,"LaDow, Eva S",,,,,
NSC,4351,001,4,16,3,1,,,,1,,,,,,,,,0,"Miller, Van S",,,,,
NSC,4351,0W1,21,4,1,2,2,1,,,,,,,,,,,0,"Shareef, Safiullah M",,,,,
NSC,4352,001,21,26,26,13,6,2,3,,2,1,1,1,1,3,,,0,"Sultana, Rukhsana","Lehtonen, Derek","Garner, Katherine M",,,
NSC,4352,002,9,10,7,5,6,3,1,,,,,,,8,,,0,"Raboune, Siham",,,,,
NSC,4352,HN1,4,15,3,1,2,,,,,,,,,,,,0,"LaDow, Eva S",,,,,
NSC,4353,101,3,1,2,1,3,3,1,2,,,,,1,,,,0,"Taylor, Anna M","Hu, Ya-Yu",,,,
NSC,4353,102,1,1,6,2,1,3,1,,,,,,,,,,1,"McWilliams, Steven P","Carroll, Alan M","David, Eric T",,,
NSC,4353,103,,1,6,1,4,1,,,,,,,,,,,0,"McWilliams, Steven P","Adcock, Katherine S","Wheeler, Allison M",,,
NSC,4353,104,,4,5,1,2,1,1,,,,,,,2,,,0,"McWilliams, Steven P","Szabo-Pardi, Thomas A","Rodriguez, Sierra R",,,
NSC,4353,105,2,4,4,,2,2,,,,,,,,1,,,1,"Raboune, Siham","Calderon, Debora R","Bryan, Caeley L",,,
NSC,4353,106,3,2,7,2,,,,,,,,,,2,,,0,"Taylor, Anna M","Yue, Lok Yiu",,,,
NSC,4353,107,,5,10,1,,,,,,,,,,2,,,0,"Sultana, Rukhsana","Lenert, Melissa E",,,,
NSC,4354,001,67,16,29,8,4,7,5,3,2,1,1,,2,3,1,,3,"Kroener, Sven","Driskill, Christopher M",,,,
NSC,4354,002,11,11,16,8,2,2,2,1,1,1,,2,2,1,1,,2,"Engineer, Crystal T",,,,,
NSC,4356,001,,50,,,25,,,8,,,1,,1,7,2,,2,"Thorn, Catherine A","Brougher, Jackson J",,,,
NSC,4358,001,9,5,4,1,,2,1,,1,,1,1,2,,1,,3,"Kolber, Benedict J",,,,,
NSC,4359,501,25,35,,,10,,,,,,2,,1,,1,,1,"Rypma, Bart P","Himes, Lyndahl M",,,,
NSC,4360,501,,7,,1,,,2,,,,,,,1,,,0,"Rennaker, Robert L",,,,,
NSC,4362,001,2,9,7,5,5,2,,,,,2,,1,2,1,,2,"Ploski, Jonathan E",,,,,
NSC,4363,001,,64,,,6,,,1,,,,,2,,,,1,"Dussor, Gregory O","West, Reyanne M",,,,
NSC,4363,002,10,22,18,5,4,3,2,2,,,,,,1,,,1,"Raboune, Siham","Morales Castelan, Karen",,,,
NSC,4363,HN1,11,9,2,1,,,1,,,,,,,1,,,0,"LaDow, Eva S",,,,,
NSC,4366,001,7,23,15,13,6,9,1,2,7,6,,1,1,15,2,,3,"Solodkin, Ana J",,,,,
NSC,4366,002,6,2,2,3,3,1,1,1,,,3,,2,7,,,8,"Taylor, Anna M",,,,,
NSC,4372,001,,4,3,1,7,1,1,3,1,4,3,2,,3,,,4,"Burton, Michael D","dos Santos, Natalia Lucia",,,,
NSC,4373,001,152,45,1,2,,,,,,,,,,,,,0,"Moller, Aage R",,,,,
NSC,4385,001,,46,,,6,,,2,,,,,1,,,,0,"Kennedy, Kristen M","Lung, Tzu-Chen",,,,
NSC,4V90,003,7,5,5,3,4,,,,1,,3,,,1,,,3,"Miller, Van S",,,,,
NSC,4V90,004,11,6,1,3,5,1,,1,,,,,,2,1,,2,"Miller, Van S",,,,,
NSC,4V90,0W1,112,29,17,8,5,,,,1,,3,,,5,,,1,"Moller, Aage R",,,,,
OB,6152,XS1,,32,,,,,,,,,,,,,,1,0,"Hicks, Robert",,,,,
OB,6248,CW1,,41,,,1,,,,,,,,,,,,1,"Hicks, Robert",,,,,
OB,6301,001,,32,,,4,,,,,,,,1,,,4,1,"Hasenhuttl, Maria",,,,,
OB,6301,0W1,,43,,,6,,,1,,,,,,,,1,2,"Hasenhuttl, Maria",,,,,
OB,6301,501,,9,14,11,8,3,2,1,,,,,1,,,9,0,"Olsztynska, Agnieszka","Li, Jianan",,,,
OB,6301,502,,13,15,,5,3,1,1,,,,,,,,7,1,"Olsztynska, Agnieszka","Li, Jianan",,,,
OB,6301,CW1,,24,,1,,,,,,,,,,,,,2,"Ferrante, Anne M",,,,,
OB,6301,CW2,,19,1,,,,,,,,,,,,,,0,"Honeycutt, James",,,,,
OB,6301,GW1,,11,14,3,2,2,,1,,,,,1,,,3,0,"Hicks, Jeffrey N",,,,,
OB,6301,MBC,,10,21,6,3,,,,,,,,,,,17,1,"Hicks, Jeffrey N","Shen, Jia",,,,
OB,6301,MBP,,49,,,2,,,,,,,,,,,,2,"Hasenhuttl, Maria",,,,,
OB,6301,PS1,,2,5,2,,2,,1,,,,,,,,,0,"Hicks, Jeffrey N",,,,,
OB,6301,XS1,,7,9,4,2,2,,,,,,,,,,6,0,"Hicks, Jeffrey N",,,,,
OB,6331,501,,25,,,1,,,,,,,,,,,,0,"Hasenhuttl, Maria",,,,,
OB,6332,0W1,,29,,3,,,,,,,,,,,,,0,"Ziegler, Laurie","Mong, Ting",,,,
OB,6332,501,,19,,,1,,,,,,,,,,,,0,"Ziegler, Laurie","Mong, Ting",,,,
OB,6334,CW1,,18,8,7,2,1,1,,,,,,,,,,1,"Latham, Van M",,,,,
OB,6348,CW1,,19,,,,,,,,,,,,,,,0,"Plaisance Bryan, Suzette T",,,,,
OB,6350,CW1,,31,1,1,6,,1,2,,,,,,,,,1,"Hicks, Robert",,,,,
OB,6352,CW1,,16,2,2,1,,,,,,,,,,,,1,"Norton, Larry",,,,,
OB,6377,CW1,,21,2,,,,,1,,,,,,,,,0,"Plaisance Bryan, Suzette T",,,,,
OB,6377,CW2,,20,,,,,,,,,,,,,,,0,"Plaisance Bryan, Suzette T",,,,,
OBHR,3310,001,9,6,9,5,1,3,5,,1,1,,1,,5,,,2,"Ritchey, David B",,,,,
OBHR,3310,002,,13,12,4,4,7,1,,2,,3,,,3,,,0,"Hicks, Jeffrey N","Shen, Jia",,,,
OBHR,3310,003,1,10,13,8,4,3,1,2,,,,,,2,1,,2,"Wu, Junfeng","Guo, Nan",,,,
OBHR,3310,004,15,16,7,,5,1,,1,,1,,,2,,,,0,"Ritchey, David B",,,,,
OBHR,3310,005,1,2,9,3,5,8,6,2,2,,,,,10,,,1,"Olsztynska, Agnieszka","Li, Jianan",,,,
OBHR,3310,006,3,16,10,8,6,2,1,,2,,,,,,,,1,"Wu, Junfeng","Guo, Nan",,,,
OBHR,3310,007,,19,9,6,7,,2,,1,,,,,5,,,0,"Hazzard, Charles F","Ghaisas, Rutwij R",,,,
OBHR,3310,008,,15,11,7,9,4,1,,,,,,,3,,,0,"Hazzard, Charles F","Ghaisas, Rutwij R",,,,
OBHR,3310,501,,19,12,1,3,4,,1,1,,2,,,4,1,,1,"Hicks, Jeffrey N","Shen, Jia",,,,
OBHR,3310,502,6,7,10,8,6,3,1,2,,1,,,2,,1,,0,"Wu, Junfeng","Guo, Nan",,,,
OBHR,3330,001,24,15,8,9,2,1,,1,,,,,,,,,0,"Ritchey, David B",,,,,
OBHR,3330,002,1,21,18,2,6,4,1,1,,,1,,,5,,,0,"Meda, Edward","Boncoeur, Olivier D",,,,
OBHR,3330,003,3,9,13,12,10,7,,2,,,1,,,2,,,1,"Weekley, Jeff A","Guo, Nan",,,,
OBHR,3330,004,2,15,21,9,4,3,,1,1,,,,,2,1,,1,"Meda, Edward","Boncoeur, Olivier D",,,,
OBHR,3330,005,,21,17,9,2,4,1,,,1,,,2,3,,,0,"Meda, Edward","Boncoeur, Olivier D",,,,
OBHR,3330,006,13,21,7,3,7,,1,2,2,1,,,,2,,,0,"Ritchey, David B",,,,,
OBHR,3330,007,11,32,,7,4,,,2,,1,1,,,1,,,1,"Kautz, Jason D",,,,,
OBHR,3330,008,3,10,21,10,7,2,,1,2,,1,,1,2,,,0,"Meda, Edward","Boncoeur, Olivier D",,,,
OBHR,3330,0W1,,13,13,10,7,3,2,3,5,,,,,4,,,0,"Meda, Edward","Boncoeur, Olivier D",,,,
OBHR,3330,501,3,18,12,7,5,3,3,1,1,,1,,,3,2,,0,"Meda, Edward","Boncoeur, Olivier D",,,,
OBHR,3330,502,5,22,,10,14,,1,3,,,,,,,,,2,"Kautz, Jason D",,,,,
OBHR,4300,001,17,22,,15,,,,,,,,,,2,,,0,"Edgington, Kyle D",,,,,
OBHR,4310,001,15,19,7,,,,,1,,,1,,,1,,,1,"McNulty, Diane S",,,,,
OBHR,4331,501,,2,6,2,1,,,,,,,,1,,,,0,"Sims, Gene",,,,,
OBHR,4333,501,9,5,4,1,3,2,1,1,,,1,,1,2,,,0,"Ritchey, David B",,,,,
OBHR,4334,001,3,3,3,1,3,,1,,,,1,,2,,1,,1,"Weekley, Jeff A","Guo, Nan",,,,
OBHR,4335,501,3,3,2,1,2,1,,2,,,1,,1,1,1,,0,"Meda, Edward","Boncoeur, Olivier D",,,,
OBHR,4337,001,,4,8,2,4,5,,1,,,,,,3,,,0,"Weekley, Jeff A","Guo, Nan",,,,
OBHR,4352,001,,6,2,4,10,4,1,6,,1,1,2,,4,,,3,"Ritchey, Kemberly A",,,,,
OBHR,4354,501,5,5,6,2,,,,,,,,,,2,,,0,"Meda, Edward","Boncoeur, Olivier D",,,,
OPRE,3310,001,2,4,5,6,6,3,1,2,4,3,1,,1,17,1,,4,"Rios Uribe, Ignacio A","Nirbhavane, Akshay B",,,,
OPRE,3310,002,6,15,9,9,12,3,1,2,,1,,,2,5,1,,3,"Qi, Anyan","Jain, Rajul",,,,
OPRE,3310,003,,10,,4,23,,4,6,,,7,,,9,1,,3,"Subramoniam, Ramesh","Nirbhavane, Akshay B",,,,
OPRE,3310,004,4,9,4,1,8,4,,6,,,,,1,4,,,1,"Parks, David","Jain, Rajul",,,,
OPRE,3310,005,38,21,,6,1,,3,,,,,,,1,,,0,"Widdifield, David S","Sreenivas, Aishwarya",,,,
OPRE,3310,006,52,14,,3,1,,,,,,,,,,,,0,"Widdifield, David S","Sreenivas, Aishwarya",,,,
OPRE,3310,007,,51,7,2,2,1,,1,3,,1,,,1,,,0,"Janke, Scott M","Patel, Suchit Manilal",,,,
OPRE,3310,009,1,13,13,7,8,3,,1,,,,,1,,,,1,"Parks, David","Jain, Rajul",,,,
OPRE,3310,0W1,1,17,,4,17,,2,1,,,,,,8,,,1,"Subramoniam, Ramesh","Nirbhavane, Akshay B",,,,
OPRE,3310,0W2,4,15,,1,8,,1,3,,,5,,2,10,2,,3,"Deluke, Eugene","Buggineni, Kranthi Teja",,,,
OPRE,3310,501,7,22,,12,18,1,1,2,,,,,1,6,,,0,"Qi, Anyan","Buggineni, Kranthi Teja",,,,
OPRE,3310,502,,14,,6,20,,3,2,,,1,,,12,1,,2,"Subramoniam, Ramesh","Nirbhavane, Akshay B",,,,
OPRE,3320,001,1,1,11,5,2,1,5,,,,,,,10,,,2,"Fatehi, Soraya","Shah, Riya S",,,,
OPRE,3330,001,,15,10,5,1,3,1,,,,1,,3,4,1,,2,"Janke, Scott M","Patel, Suchit Manilal",,,,
OPRE,3330,002,,18,7,7,1,2,1,,,,3,,2,2,,,1,"Janke, Scott M","Patel, Suchit Manilal",,,,
OPRE,3333,001,9,22,6,5,9,2,,2,1,,,,1,13,1,,4,"Enayaty Ahangar, Negin","Farzaneh, Mohammad Amin",,,,
OPRE,3333,002,9,14,9,11,6,6,3,1,1,,1,1,,12,,,1,"Brussolo, Monica E","Chen, Qiuxia",,,,
