Subject,"Catalog Number",Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,I,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
MKT,6309,501,,11,3,10,4,1,7,1,,,,,,,,,,0,"Rajaratnam, Daniel",,,,,
MKT,6310,001,,7,7,9,5,4,1,2,,,,,,,,,,0,"Biswas, Abhijit","Bhave, Ashutosh C","Miao, Jin","Foroughi Esfahani, Bita",,
MKT,6310,0W1,,12,12,5,10,5,2,1,,,,,1,,,,,0,"Biswas, Abhijit","Bhave, Ashutosh C","Foroughi Esfahani, Bita",,,
MKT,6321,0W1,,12,5,13,13,3,,2,,,,,,,,,,2,"Edsel, Alexander D",,,,,
MKT,6330,0W1,,8,11,11,6,8,2,1,,,,,,,,,,2,"Biswas, Abhijit","Bhave, Ashutosh C","Lim, Taewook","Foroughi Esfahani, Bita",,
MKT,6343,501,,11,5,4,2,1,,,,,,,,,,,,0,"Xie, Ying","Qian, Kun",,,,
MKT,6350,501,,5,4,4,,,,,,,,,,,,,,1,"Rao, Ram C","Nozari, Salar",,,,
MKT,6352,001,,17,2,2,4,1,1,3,,,,,,,,,,1,"Tirone, Guido",,,,,
MKT,6352,0W1,,19,2,2,3,1,,2,,,,,1,,,,,2,"Tirone, Guido",,,,,
MKT,6353,001,,6,,,4,3,,1,,,,,,,,,,0,"Kumar, Nanda","Saremi, Ehsan",,,,
MKT,6384,501,,4,2,,1,1,,2,,,,,,,,,,0,"Tirone, Guido",,,,,
MSEN,5300,001,,4,2,3,,1,,,,,,,,,,,,1,"Kim, Jiyoung","Le, Dan N",,,,
MSEN,5310,001,,3,2,4,3,1,,2,,,,,2,,,,,0,"Hsu, Julia","Santos Fernandez, Regino",,,,
MSEN,6319,001,,2,2,3,2,3,,,,,,,2,,,,,2,"Wallace, Robert M","Jo, Youhwan",,,,
MSEN,6340,001,,3,4,3,,,,,,,,,,,,,,0,"Kim, Moon J",,,,,
MUSI,1306,001,33,9,4,,,1,,,,,,,,,,,,1,"Jones, Eric",,,,,
MUSI,1306,002,8,13,7,5,7,2,2,2,,,,,2,,,,,1,"Hartburg, Lauren",,,,,
MUSI,1306,003,5,3,2,6,6,6,2,2,2,1,1,,3,,,,,8,"Payne, Nicholas A",,,,,
MUSI,1306,004,,9,1,1,7,1,,1,1,,1,1,4,,,,,1,"Hartburg, Lauren",,,,,
MUSI,1306,0H1,17,8,,4,4,3,,,2,,1,3,4,,,,,3,"Salisbury, Linda J",,,,,
MUSI,1306,0H2,16,16,,3,2,1,3,1,1,1,,,1,,,,,2,"Salisbury, Linda J",,,,,
MUSI,1306,501,36,9,2,,1,,,,1,,,,,,,,,0,"Wilder, James E",,,,,
MUSI,1306,502,,44,,1,1,,1,1,,,,,1,,,,,0,"Lapinski, Robert M",,,,,
MUSI,2113,501,9,13,,,,,,,,,,,1,,,,,0,"Gerard, Lori A",,,,,
MUSI,2127,001,,38,3,,,,,1,,,,,,,,,,0,"Palant, Jonathan",,,,,
MUSI,2315,001,,11,3,3,1,,,,,,,,,,,,,0,"Hodan, Daniel M",,,,,
MUSI,2315,002,12,4,1,,,1,,,,,,,1,,,,,0,"Wilder, James E",,,,,
MUSI,2315,501,,7,7,1,,,,1,,,,,,,,,,0,"Hodan, Daniel M",,,,,
MUSI,2317,001,1,9,1,1,,,,,,,1,,,,,,,0,"Parsoneault, Catherine",,,,,
MUSI,2317,002,10,,,,,,,,1,,,,,,,,,1,"Oh, Domi",,,,,
MUSI,2317,003,1,7,1,,,,,,,,,,1,,,,,1,"Arutyunyan, Artem",,,,,
MUSI,2319,001,,6,1,2,1,1,,,,,,1,,,,,,0,"Durbin, Kelly",,,,,
MUSI,2321,001,37,7,1,,,1,,,,,,,2,,,,,0,"Jones, Eric",,,,,
MUSI,2322,001,2,8,,5,2,,2,,,,1,,7,,,,,3,"Gerard, Lori A",,,,,
MUSI,2322,002,1,4,,6,2,,1,2,,,1,,7,,,,,5,"Gerard, Lori A",,,,,
MUSI,2322,0W1,10,11,,1,2,,,1,,2,,,3,,,,,1,"Bennett, Rodger",,,,,
MUSI,2325,002,,11,2,,1,,,,,,,,1,,,,,1,"Riemer Bueckert, Nili",,,,,
MUSI,2328,001,,6,1,2,1,2,1,1,,1,,,4,,,,,2,"Hartburg, Lauren",,,,,
MUSI,2328,002,1,2,,,1,1,1,1,,,,,3,,,,,2,"Hartburg, Lauren",,,,,
MUSI,3118,501,,39,,,,,,,,,,,,,,,,0,"Ming, Adron",,,,,
MUSI,3120,501,,32,,,,,,1,,,,,1,,,,,0,"Lapinski, Robert M",,,,,
MUSI,3122,001,,13,,,,,,,,,,,,,,,,0,"Salisbury, Linda J",,,,,
MUSI,3185,001,,25,,,,,,,,,,,,,,,,0,"Palant, Jonathan",,,,,
MUSI,3186,001,,13,,,,,,,,,,,,,,,,0,"Durbin, Kelly",,,,,
MUSI,3322,001,2,6,1,3,1,1,,,,,,,,,,,,2,"Evans, Kathryn C",,,,,
MUSI,3322,002,,9,2,1,1,,,,,,,,,,,,,0,"Madriguera, Enric F",,,,,
MUSI,3324,001,3,2,3,1,1,2,1,1,1,,,,,,,,,0,"Durbin, Kelly",,,,,
MUSI,3342,0W1,5,7,,,4,,,1,,,1,,1,,,,,0,"Bennett, Rodger",,,,,
MUSI,3388,001,10,,,,,,,,,,,,,,,,,0,"Oh, Domi",,,,,
MUSI,4112,001,,11,,,,,,,,,,,,,,,,1,"Rodriguez, Robert X",,,,,
NATS,1101,001,8,10,1,5,7,2,,2,,,1,,5,,,,,1,"Meedel, Jennifer",,,,,
NATS,1101,002,7,15,1,2,3,2,4,2,2,,,1,1,,,,,0,"Meedel, Jennifer",,,,,
NATS,1101,005,17,11,3,,2,3,1,1,,,1,,2,,,,,1,"Biewer, Michael C",,,,,
NATS,1101,006,17,16,3,,1,1,,1,1,,,,1,,,,,0,"Biewer, Michael C",,,,,
NATS,1101,007,22,8,,4,4,,1,2,,,,,,,,,,1,"Elgin, Linda",,,,,
NATS,1101,008,17,13,,2,4,,1,3,,,1,,,,,,,0,"Elgin, Linda",,,,,
NATS,1101,009,18,7,3,4,3,1,1,1,1,,,,3,,,,,0,"Treter, Donald R",,,,,
NATS,1101,010,29,3,3,1,,,1,2,,,,,2,,,,,0,"Treter, Donald R",,,,,
NATS,1101,011,29,8,2,1,1,,,,,,,,1,,,,,0,"Treter, Donald R",,,,,
NATS,1101,012,11,17,1,4,2,,4,,,,,,3,,,,,0,"Elgin, Linda",,,,,
NATS,1101,013,23,6,3,3,1,1,2,1,,,,,,,,,,2,"Kenney, Erica",,,,,
NATS,1101,014,20,6,4,2,1,1,,,,1,,,6,,,,,1,"Kenney, Erica",,,,,
NATS,1101,018,29,6,1,,2,1,,1,1,,,,1,,,,,0,"Zmiro, Dijana",,,,,
NATS,1101,019,30,5,1,,2,1,,2,,,,,,,,,,1,"Zmiro, Dijana",,,,,
NATS,1311,001,11,17,10,10,8,8,3,2,6,,1,,,,,,,5,"Hairston, Marc R","Fernando, Bharana A",,,,
NATS,2333,HN1,16,1,3,1,,,,,,,,,,,,,,0,"Taylor, Stephanie M","Garriga, Tessa N",,,,
NATS,3341,001,22,1,1,,,1,,,,,,,1,,,,,1,"Dorsey, Floyd Z",,,,,
NATS,3341,002,15,3,1,1,,,,,,,,,,,,,,1,"Dorsey, Floyd Z",,,,,
NATS,4141,501,1,12,,,,,,,,,,,,,,,,0,"Dorsey, Floyd Z","McConnell, James S",,,,
NATS,4341,001,,3,5,2,,,,,,,,,,,,,,0,"Donaldson, Katherine E","York, Megan",,,,
NATS,4341,002,1,3,4,2,,1,,,,,,,,,,,,0,"Donaldson, Katherine E","York, Megan",,,,
NATS,4390,001,6,1,3,2,2,2,,,,,,,,,,,,1,"Taylor, Stephanie M","Hajeri, Vinita","Garriga, Tessa N","Tillman, Katelyn",,
NSC,3344,001,,2,1,2,4,3,,1,2,,1,,,,,,,1,"Powers, Katharine A","Lucas, Katelyn A",,,,
NSC,3361,001,1,33,20,19,30,18,34,23,50,,13,,28,,,,,26,"Miller, Van S","Bryan, Caeley L",,,,
NSC,3361,002,4,9,5,6,8,3,10,11,10,,8,,10,,,,,8,"Taylor, Anna M","Vu, Katrina D",,,,
NSC,3361,003,7,7,8,12,8,8,8,8,4,2,6,3,7,,,,,7,"Sultana, Rukhsana",,,,,
NSC,3361,004,1,47,25,7,5,1,2,3,1,,,,2,,,,,2,"Rodriguez, Christa M","Qi, Shuang",,,,
NSC,3361,005,,6,2,2,3,1,4,1,4,,1,2,2,,,,,0,"McWilliams, Steven P",,,,,
NSC,3361,HN1,7,11,2,2,1,,1,,,,,,,,,,,0,"LaDow, Eva S",,,,,
NSC,3361,HN2,8,11,2,3,,,,,,,,,,,,,,0,"LaDow, Eva S",,,,,
NSC,4350,001,3,7,1,2,2,1,1,,2,,1,,1,,,,,0,"Miller, Van S",,,,,
NSC,4351,001,5,8,3,2,1,2,,,,,,,1,,,,,2,"Miller, Van S",,,,,
NSC,4352,001,4,5,12,6,10,6,5,3,1,,5,,4,,,,,2,"McWilliams, Steven P","Michaels, Amanda P",,,,
NSC,4352,002,1,22,6,8,7,1,2,,,1,,,,,,,,0,"Raboune, Siham","Tseng, Ching-Tzu",,,,
NSC,4352,HN1,8,6,6,1,4,,,,,,,,,,,,,0,"LaDow, Eva S",,,,,
NSC,4353,101,2,7,2,,4,,,,,,,,,,,,,0,"McWilliams, Steven P",,,,,
NSC,4353,102,5,6,2,1,,,,1,,,,,,,,,,0,"Raboune, Siham",,,,,
NSC,4353,103,4,2,3,1,,,1,,,,,1,,,,,,0,"Raboune, Siham","Mei, Hao-Ruei",,,,
NSC,4353,104,1,,6,4,1,2,,,,,1,,,,,,,0,"McWilliams, Steven P","Hu, Ya-Yu",,,,
NSC,4353,105,2,8,3,2,,,,,,,,,,,,,,0,"Taylor, Anna M","Calderon, Debora R",,,,
NSC,4353,106,2,3,6,1,2,,,1,,,,,,,,,,0,"Sultana, Rukhsana","Garner, Katherine M",,,,
NSC,4353,107,,6,6,,2,,,,,,,,,,,,,0,"Sultana, Rukhsana","Lehtonen, Derek","Driskill, Christopher M",,,
NSC,4353,108,4,5,4,,,1,,,,,,,1,,,,,0,"Taylor, Anna M","Carroll, Alan M",,,,
NSC,4354,001,49,22,7,4,7,4,,,1,1,,,,,,,,1,"Kroener, Sven","Rodriguez, Sierra R",,,,
NSC,4354,002,14,25,12,17,7,4,5,1,1,,,1,5,,,,,2,"Engineer, Crystal T","Williams, Brendan",,,,
NSC,4356,001,,51,,,33,,,8,,,3,,1,,,,,0,"Thorn, Catherine A","Welch, Hailey",,,,
NSC,4356,002,,11,,,7,,,8,,,3,,2,,,,,1,"Sultana, Rukhsana","Lenert, Melissa E",,,,
NSC,4358,001,12,3,4,2,3,2,1,1,2,1,,1,2,,,,,3,"Kolber, Benedict J","Lewter, Lakeisha S",,,,
NSC,4359,501,,35,,,25,,,3,,,2,,1,,,,,1,"Rypma, Bart P","Abdelkarim, Dema H",,,,
NSC,4361,001,,17,,,3,,,1,,,2,,2,,,,,1,"Shirazi, Vanessa",,,,,
NSC,4362,001,5,6,10,5,3,3,1,2,2,1,,1,2,,,,,0,"Sultana, Rukhsana","West, Reyanne M",,,,
NSC,4363,001,,44,,,17,,,3,,,,,,,,,,0,"Dussor, Gregory O","Szabo-Pardi, Thomas A",,,,
NSC,4363,002,7,21,14,6,8,3,5,,1,1,,2,,,,,,0,"Raboune, Siham","Newel, Jacqueline P",,,,
NSC,4364,001,9,13,2,,,,,,,,,,,,,,,0,"Shareef, Safiullah M",,,,,
NSC,4366,001,9,2,4,7,6,5,3,3,3,2,3,1,1,,,,,2,"Solodkin, Ana J",,,,,
NSC,4366,002,8,18,10,11,5,10,5,4,5,,4,,9,,,,,6,"Taylor, Anna M","Chandy, Leah M",,,,
NSC,4372,0W1,,4,4,,16,5,1,20,4,4,22,4,4,,,,,4,"Burton, Michael D",,,,,
NSC,4373,0W1,100,86,24,8,,5,1,1,,,,,1,,,,,0,"Moller, Aage R",,,,,
NSC,4382,0W1,114,88,30,3,2,1,2,1,2,,2,,,,,,,2,"Moller, Aage R",,,,,
NSC,4V90,001,5,5,3,3,2,,1,1,1,,1,,,,,,,1,"Miller, Van S",,,,,
OB,6152,XS1,,29,,,,,,,,,,,,,,,,0,"Foster Brady, Pamela",,,,,
OB,6248,CW1,,27,,,2,,,,,,,,,,,,,2,"Hicks, Robert",,,,,
OB,6301,001,,6,7,2,2,6,3,3,,,,,1,,,,,1,"Hasenhuttl, Maria",,,,,
OB,6301,0W1,,20,10,6,5,2,1,,,,,,1,,,,,1,"Hasenhuttl, Maria","Guo, Nan",,,,
OB,6301,501,,8,16,7,6,3,2,4,,,,,2,,,,,0,"Hicks, Jeffrey N","Lee, Minjung","Huang, He",,,
OB,6301,CW1,,32,,,,,,,,,,,,,,,,0,"Ferrante, Anne M",,,,,
OB,6301,GW1,,6,22,12,5,,,,,,,,,,,,,1,"Hicks, Jeffrey N",,,,,
OB,6301,GW2,,12,3,1,,,,,,,,,,,,,,0,"Dowse, Eileen",,,,,
OB,6301,MBC,,12,30,11,,1,,,,,,,,,,,,0,"Hicks, Jeffrey N","Lee, Minjung","Huang, He",,,
OB,6301,MBP,,26,7,1,,,,,,,,,1,,,,,0,"Hasenhuttl, Maria",,,,,
OB,6301,XS1,,1,12,6,,,,,,,,,,,,,,1,"Hicks, Jeffrey N",,,,,
OB,6331,501,,27,1,2,2,1,,1,,,,,,,,,,0,"Hasenhuttl, Maria",,,,,
OB,6332,001,,14,2,,,1,,,,,,,,,,,,0,"Honeycutt, James","Kim, Hwayoung",,,,
OB,6332,0W1,,32,1,,1,,,,,,,,,,,,,0,"Honeycutt, James","Kim, Hwayoung",,,,
OB,6334,CW1,,19,14,8,3,1,,1,,,,,1,,,,,2,"Latham, Van M",,,,,
OB,6348,CW1,,14,1,,,,,,,,,,,,,,,1,"Plaisance Bryan, Suzette T",,,,,
OB,6350,CW1,,13,6,2,5,1,,2,,,,,,,,,,2,"Hicks, Robert",,,,,
OB,6352,CW1,,16,1,,2,,,,,,,,,,,,,0,"Norton, Larry",,,,,
OB,6370,CW1,,9,4,1,,1,,,,,,,1,,,,,0,"Latham, Van M",,,,,
OB,6372,CW1,,7,,1,1,,,,,,,,1,,,,,0,"Latham, Van M",,,,,
OB,6377,CW1,,22,1,,,,,,,,,,,,,,,2,"Plaisance Bryan, Suzette T",,,,,
OBHR,3310,002,1,8,20,11,5,8,2,,2,,4,,,,,,,1,"Hicks, Jeffrey N","Lee, Minjung","Huang, He",,,
OBHR,3310,003,1,7,7,5,8,7,2,7,,,,,2,,,,,1,"Jun, Sora","Guo, Nan",,,,
OBHR,3310,004,,31,13,6,3,1,,1,,,,,,,,,,1,"Hazzard, Charles F","Cotts, Shannon E",,,,
OBHR,3310,005,,38,10,4,9,1,,,,,,,,,,,,0,"Hazzard, Charles F","Cotts, Shannon E",,,,
OBHR,3310,006,1,8,7,8,8,7,4,2,,,,1,1,,,,,0,"Jun, Sora","Guo, Nan",,,,
OBHR,3310,501,,5,23,10,11,2,2,3,3,,,,,,,,,0,"Hicks, Jeffrey N","Lee, Minjung","Huang, He",,,
OBHR,3310,502,5,11,13,2,3,3,,,,,,,1,,,,,1,"Teschner, Ryan S",,,,,
OBHR,3310,503,,4,7,8,5,4,4,4,,2,,,1,,,,,0,"Jun, Sora","Guo, Nan",,,,
OBHR,3330,001,7,16,21,11,4,4,,,,,,,,,,,,0,"Kautz, Jason D",,,,,
OBHR,3330,002,3,8,13,7,9,6,5,4,3,,,,2,,,,,0,"Meda, Edward","Wang, Jiyu","Huang, He",,,
OBHR,3330,003,5,3,9,4,16,7,4,6,1,,,,2,,,,,2,"Weekley, Jeff A","Jacob, Geethu",,,,
OBHR,3330,004,2,15,16,8,6,5,1,2,1,,,,1,,,,,3,"Meda, Edward","Wang, Jiyu","Huang, He",,,
OBHR,3330,005,1,10,15,7,10,6,2,4,2,,,,1,,,,,2,"Meda, Edward","Wang, Jiyu","Huang, He",,,
OBHR,3330,006,8,13,23,6,5,3,2,2,1,,1,,,,,,,1,"Kautz, Jason D",,,,,
OBHR,3330,501,6,16,26,5,7,2,,,1,,1,,,,,,,0,"Kautz, Jason D",,,,,
OBHR,4300,001,21,13,,6,1,,,,,,,,1,,,,,1,"Edgington, Kyle D",,,,,
OBHR,4310,001,9,29,2,2,3,,,,,,1,,,,,,,1,"McNulty, Diane S","Bhujbal, Karan",,,,
OBHR,4333,001,6,10,3,,1,,,,,,,1,3,,,,,0,"Ritchey, David B",,,,,
OBHR,4334,001,7,7,6,5,17,9,2,3,1,,,1,1,,,,,0,"Weekley, Jeff A","Jacob, Geethu",,,,
OBHR,4335,501,1,18,26,4,5,1,,2,1,,1,,,,,,,0,"Meda, Edward","Wang, Jiyu",,,,
OBHR,4337,001,6,5,5,5,8,5,,3,1,,,,,,,,,1,"Weekley, Jeff A","Jacob, Geethu",,,,
OBHR,4352,001,2,13,6,8,7,3,3,2,1,2,,,1,,,,,0,"Ritchey, Kemberly A",,,,,
OPRE,3310,001,10,6,5,13,8,4,1,2,1,,,,,,,,,1,"Gokcinar, Abdullah H",,,,,
OPRE,3310,002,,45,13,4,3,,,,1,,,,1,,,,,0,"Janke, Scott M","Le, Hoang Oanh",,,,
OPRE,3310,003,,7,,8,23,,4,10,,,6,,1,,,,,1,"Subramoniam, Ramesh","Selukar, Sarang R",,,,
OPRE,3310,004,5,10,5,16,8,5,6,4,,,,,3,,,,,3,"Vu, Duc D",,,,,
OPRE,3310,005,5,7,11,10,9,7,5,4,2,,,,1,,,,,2,"Rios Uribe, Ignacio A","Shi, Lingling",,,,
OPRE,3310,006,8,10,4,6,22,2,3,2,,,,,1,,,,,1,"Qi, Anyan","Qu, Zihao",,,,
OPRE,3310,008,18,31,8,6,2,4,,1,,,,,,,,,,0,"Widdifield, David S","Ghosh, Pramit",,,,
OPRE,3310,009,,24,,3,28,,3,5,1,,,,,,,,,1,"Hogan, James W",,,,,
OPRE,3310,010,,10,,,10,,3,14,,,9,,4,,,,,2,"Subramoniam, Ramesh","Selukar, Sarang R",,,,
OPRE,3310,0W1,,10,,3,23,,,17,,,6,,1,,,,,0,"Deluke, Eugene",,,,,
OPRE,3310,501,11,4,6,16,2,5,2,,2,,,,2,,,,,0,"Gokcinar, Abdullah H",,,,,
OPRE,3310,502,,15,,3,28,,1,9,,,,,,,,,,0,"Hogan, James W",,,,,
OPRE,3320,001,,4,13,3,6,5,4,,,,3,,,,,,,2,"Fatehi, Soraya","Bu, Like",,,,
OPRE,3330,001,,15,17,11,6,1,3,,1,,1,,,,,,,2,"Janke, Scott M","Le, Hoang Oanh",,,,
OPRE,3330,002,,21,10,2,4,10,1,,2,,3,,1,,,,,1,"Janke, Scott M","Le, Hoang Oanh",,,,
OPRE,3333,001,5,23,3,6,5,8,5,5,1,4,1,,5,,,,,1,"Enayaty Ahangar, Negin","Singh, Anshul A",,,,
OPRE,3333,002,9,18,15,4,9,10,2,3,2,1,,,2,,,,,0,"Oguzman, Neslihan",,,,,
OPRE,3333,003,7,18,6,7,9,2,2,2,1,5,1,2,4,,,,,4,"Enayaty Ahangar, Negin","Singh, Anshul A",,,,
OPRE,3333,004,9,6,8,2,11,11,2,5,4,,2,1,3,,,,,4,"Woldu, Malgorzata",,,,,
OPRE,3333,501,2,,7,5,4,7,4,3,3,4,3,5,6,,,,,1,"Sajjadi, Reza",,,,,
OPRE,3360,001,9,13,12,4,8,11,8,5,3,1,1,,6,,,,,1,"Oguzman, Neslihan",,,,,
OPRE,3360,002,7,18,3,4,6,6,4,5,2,2,,,3,,,,,2,"Enayaty Ahangar, Negin","Singh, Anshul A",,,,
OPRE,3360,003,9,13,13,5,13,9,8,2,1,,2,,1,,,,,3,"Takasi, Venkanna Dora Goutham",,,,,
OPRE,3360,005,5,7,9,6,7,10,7,5,3,5,5,2,3,,,,,4,"Ramezani, Rasoul","Deshmukh, Saylee Sanjay",,,,
OPRE,3360,006,11,20,3,8,9,7,6,6,4,2,1,,5,,,,,1,"Enayaty Ahangar, Negin","Singh, Anshul A",,,,
OPRE,3360,007,10,6,6,7,13,6,6,9,8,,1,,1,,,,,3,"Naseri Taheri, Mohammad",,,,,
OPRE,3360,012,13,13,8,5,15,5,,3,4,,1,2,4,,,,,3,"Naseri Taheri, Mohammad",,,,,
OPRE,3360,0W1,8,7,9,11,8,9,3,3,1,1,,1,2,,,,,0,"Brussolo, Monica E","Deshmukh, Saylee Sanjay",,,,
OPRE,3360,501,7,14,8,18,25,2,1,2,2,1,,,,,,,,1,"Qi, Anyan","Qu, Zihao",,,,
OPRE,4310,001,,2,5,5,8,9,2,1,2,6,2,1,2,,,,,4,"Ramanathan, Kannan","Wei, Jiarui",,,,
OPRE,4320,001,,2,6,6,6,6,4,2,,1,,,,,,,,0,"Subramoniam, Ramesh","Selukar, Sarang R",,,,
OPRE,4330,501,1,9,2,4,4,6,3,,3,,1,,,,,,,3,"Frazelle, Andrew E","Armaghan, Milad",,,,
OPRE,4340,001,5,4,3,7,3,3,3,2,,,1,,,,,,,2,"Hu, Bin","Chen, Qiuxia",,,,
OPRE,4350,501,1,9,,5,7,,,3,,,,,,,,,,0,"Mozik, Vince C",,,,,
OPRE,6301,001,,1,6,2,,3,4,2,,,,,4,,,,,0,"Toptal, Aysegul","Baswe, Vaishnav S",,,,
OPRE,6301,003,,16,2,6,13,6,7,1,,,,,1,,,,,4,"Ahadi, Khatereh","Malikireddy, Lukeshini",,,,
OPRE,6301,004,,17,12,7,7,5,6,8,,,,,,,,,,2,"Ahadi, Khatereh","Malikireddy, Lukeshini",,,,
OPRE,6301,005,,26,6,11,13,3,3,6,,,,,1,,,,,0,"Ahadi, Khatereh","Malikireddy, Lukeshini",,,,
OPRE,6301,006,,28,5,9,4,7,4,7,,,,,1,,,,,1,"Sethi, Awanti","Sinha, Shalaka",,,,
OPRE,6301,007,,14,8,9,5,6,1,6,,,,,,,,,,0,"Ahadi, Khatereh","Malikireddy, Lukeshini",,,,
OPRE,6301,0W1,,1,2,7,9,4,6,10,,,,,,,,,,4,"Leach, Sonia E","Huang, Hongyu",,,,
OPRE,6301,0W2,,14,4,8,2,3,3,1,,,,,2,,,,,5,"Sethi, Awanti","Sinha, Shalaka",,,,
OPRE,6301,501,,6,2,1,4,2,1,3,,,,,1,,,,,3,"Ramezani, Rasoul","Deshmukh, Saylee Sanjay",,,,
OPRE,6301,AW1,,16,1,,2,,,,,,,,,,,,,1,"Kim, Dohyeong",,,,,
OPRE,6301,MBC,,14,,11,6,,6,7,,,,,2,,,,,0,"Wang, Shouqiang","Shahsavand, Parisa",,,,
OPRE,6301,MBP,,14,3,8,3,1,,,,,,,1,,,,,4,"Sethi, Awanti","Sinha, Shalaka",,,,
OPRE,6301,XS1,,3,5,4,4,2,1,,,,,,,,,,,1,"Bush, Rhonda L",,,,,
OPRE,6302,002,,11,11,17,8,1,,,,,,,1,,,,,2,"Wang, Guihua","Farzaneh, Mohammad Amin",,,,
OPRE,6302,003,,24,27,19,2,1,,,,,,,,,,,,0,"Janakiraman, Ganesh","Bu, Like",,,,
OPRE,6302,0W1,,16,5,12,6,8,2,1,,,,,1,,,,,3,"Leach, Sonia E","Huang, Hongyu",,,,
OPRE,6302,501,,29,15,9,9,9,8,1,,,,,,,,,,2,"Honhon, Dorothee B","Bhujbal, Karan",,,,
OPRE,6302,GW1,,5,15,4,4,,,,,,,,,,,,,0,"Hassanzadeh, Nozar",,,,,
OPRE,6303,0W1,,16,7,7,6,5,,,,,,,2,,,,,5,"Sethi, Awanti","Sinha, Shalaka",,,,
OPRE,6332,001,,25,4,8,4,4,4,5,,,,,6,,,,1,0,"Ramanathan, Kannan","Lu, Yixiao",,,,
OPRE,6332,0W1,,17,12,3,4,2,1,4,,,,,2,,,,,3,"Ramanathan, Kannan","Lu, Yixiao",,,,
OPRE,6332,501,,14,8,7,5,3,4,4,,,,,3,,,,,1,"Ramanathan, Kannan","Lu, Yixiao",,,,
OPRE,6341,0W1,,7,9,,,,,,,,,,,,,,,0,"Honhon, Dorothee B","Bhujbal, Karan",,,,
OPRE,6359,001,,6,1,10,10,5,2,4,,,,,,,,,,0,"Brussolo, Monica E","Pendyala, Meghana","Shi, Lingling",,,
OPRE,6359,003,,10,2,6,4,3,2,2,,,,,1,,,,,0,"Sethi, Awanti","Sinha, Shalaka",,,,
OPRE,6359,004,,4,6,7,2,2,1,2,,,,,,,,,,0,"Toptal, Aysegul","Baswe, Vaishnav S",,,,
OPRE,6359,005,,2,2,4,1,3,8,1,,,,,,,,,,0,"Ramezani, Rasoul","Pendyala, Meghana",,,,
OPRE,6359,006,,3,9,8,4,,3,,,,,,,,,,,0,"Toptal, Aysegul","Baswe, Vaishnav S",,,,
OPRE,6359,007,,3,4,3,1,6,6,2,,,,,3,,,,,0,"Ramezani, Rasoul","Pendyala, Meghana",,,,
OPRE,6359,0W1,,5,3,5,1,2,3,,,,,,1,,,,,2,"Brussolo, Monica E","Pendyala, Meghana","Shi, Lingling",,,
OPRE,6359,501,,4,2,2,3,5,6,,,,,,,,,,,1,"Ramezani, Rasoul","Pendyala, Meghana",,,,
OPRE,6359,SS1,,3,4,2,2,2,,,,,,,,,,,,0,"Sethi, Awanti","Sinha, Shalaka",,,,
OPRE,6362,0W1,,11,4,4,3,4,,2,,,,,,,,,,1,"Alborz, Shawn",,,,,
OPRE,6362,0W2,,3,7,2,1,5,,,,,,,,,,,,0,"Alborz, Shawn",,,,,
OPRE,6362,501,,9,8,4,2,1,,,,,,,,,,,,0,"Janke, Scott M","Le, Hoang Oanh",,,,
OPRE,6364,0W1,,11,4,16,1,4,1,,,,,,1,,,,,0,"Ramanathan, Kannan","Wei, Jiarui",,,,
OPRE,6366,0W1,,27,1,,4,1,3,1,,,,,,,,,,0,"Leach, Sonia E","Huang, Hongyu",,,,
OPRE,6366,501,,7,4,2,3,2,3,2,,,,,,,,,,0,"Leach, Sonia E","Huang, Hongyu",,,,
OPRE,6369,501,,24,10,6,4,,,,,,,,,,,,,0,"Subramoniam, Ramesh","Selukar, Sarang R",,,,
OPRE,6370,501,,17,3,3,6,,1,,,,,,,,,,,0,"Sabri, Ehap H","Moon, Bilal A",,,,
OPRE,6371,001,,25,13,23,16,1,,,,,,,,,,,,0,"Hu, Bin","Chen, Qiuxia",,,,
OPRE,6371,002,,20,26,9,4,2,,,,,,,,,,,,2,"Widdifield, David S","Ghosh, Pramit",,,,
OPRE,6371,0W1,,12,4,4,10,2,,1,,,,,1,,,,,0,"Hu, Bin","Chen, Qiuxia",,,,
OPRE,6378,001,,14,21,6,5,,,,,,,,1,,,,,0,"Widdifield, David S","Ghosh, Pramit",,,,
OPRE,6379,501,,5,8,5,4,4,3,1,,,,,,,,,,0,"Rajamani, Divakar","Wei, Jiarui",,,,
OPRE,6382,0W1,,8,2,,1,1,,,,,,,,,,,,0,"Vicario, Joe","Divin, Diane",,,,
OPRE,6398,0W1,,5,,,4,,1,1,,,,,,,,,,0,"Alimirzaei, Athena","Sharma, Shishir Kumar",,,,
OPRE,7051,001,,,,,,,,,,,,,,16,,,,0,"Sethi, Suresh",,,,,
OPRE,7353,001,,4,9,5,4,,,,,,,,,,,,,0,"Dawande, Milind","Manchiraju, Chandrasekhar Seetharama",,,,
PA,2325,0W1,,19,8,4,2,,2,,,1,,,3,,,,,0,"Harrington, James","Ferrero, Federico J",,,,
PA,3314,0W1,,33,,,2,,,,,,,,3,,,,,1,"Benavides, Teodoro J",,,,,
PA,3333,001,,9,5,,,2,,,,,,,,,,,,1,"Hoang, Thanh T",,,,,
